a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,is_artificial_norm,is_borderline,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",ant-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,-1.2039728043259361,-0.6359887667199967,False,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,tiny_huge,0.3,0.5294117647058824,0.3,0.529412,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,300,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",human-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.4054651081081644,-1.2039728043259361,True,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,1.5,0.3,1.5,0.3,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,60,300,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",elephant-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,1.0986122886681098,-1.2039728043259361,True,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,3.0,0.3,3,0.3,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,30,300,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",large,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",mouse-like objects in the toy lab,human-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,-0.6359887667199967,0.4054651081081644,False,size-v2-artificial-p0090-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,size-v2-artificial-p0090-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,0.5294117647058824,1.5,0.529412,1.5,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",elephant-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,1.0986122886681098,-0.6359887667199967,True,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0090-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,3.0,0.5294117647058824,3,0.529412,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,30,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",human-like objects in the toy lab,elephant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.4054651081081644,1.0986122886681098,False,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,1.5,3.0,1.5,3,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,60,30,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 130 centimeters feels",tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 130 centimeters feels",mouse-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,-0.2682639865946794,-0.8362480242006186,True,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0130-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,tiny_huge,0.7647058823529411,0.43333333333333335,0.764706,0.433333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,300,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 130 centimeters feels",tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 130 centimeters feels",human-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.7731898882334817,-0.8362480242006186,True,size-v2-artificial-p0130-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0130-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,2.1666666666666665,0.43333333333333335,2.16667,0.433333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,60,300,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 130 centimeters feels",tiny,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 130 centimeters feels",elephant-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,1.466337068793427,-0.8362480242006186,True,size-v2-artificial-p0130-elephant_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0130-ant_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,4.333333333333333,0.43333333333333335,4.33333,0.433333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,30,300,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 130 centimeters feels",small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 130 centimeters feels",human-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.7731898882334817,-0.2682639865946794,True,size-v2-artificial-p0130-human_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,2.1666666666666665,0.7647058823529411,2.16667,0.764706,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,60,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 130 centimeters feels",huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 130 centimeters feels",mouse-like objects in the toy lab,elephant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,-0.2682639865946794,1.466337068793427,False,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,0.7647058823529411,4.333333333333333,0.764706,4.33333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,30,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
large,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 200 centimeters feels",small,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 200 centimeters feels",mouse-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.16251892949777494,-0.40546510810816444,True,size-v2-artificial-p0200-mouse_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0200-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,tiny_huge,1.1764705882352942,0.6666666666666666,1.17647,0.666667,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,300,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
small,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 200 centimeters feels",huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 200 centimeters feels",ant-like objects in the toy lab,human-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,-0.40546510810816444,1.2039728043259361,False,size-v2-artificial-p0200-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,size-v2-artificial-p0200-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,0.6666666666666666,3.3333333333333335,0.666667,3.33333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,300,60,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 200 centimeters feels",small,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 200 centimeters feels",elephant-like objects in the toy lab,ant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,1.8971199848858813,-0.40546510810816444,True,size-v2-artificial-p0200-elephant_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,size-v2-artificial-p0200-ant_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,6.666666666666667,0.6666666666666666,6.66667,0.666667,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,30,300,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 200 centimeters feels",large,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 200 centimeters feels",human-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,1.2039728043259361,0.16251892949777494,True,size-v2-artificial-p0200-human_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0200-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,3.3333333333333335,1.1764705882352942,3.33333,1.17647,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,60,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 200 centimeters feels",huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 200 centimeters feels",mouse-like objects in the toy lab,elephant-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.16251892949777494,1.8971199848858813,False,size-v2-artificial-p0200-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,size-v2-artificial-p0200-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,1.1764705882352942,6.666666666666667,1.17647,6.66667,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,30,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 320 centimeters feels",huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 320 centimeters feels",mouse-like objects in the toy lab,human-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.6325225587435105,1.6739764335716716,False,size-v2-artificial-p0320-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,size-v2-artificial-p0320-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,1.8823529411764706,5.333333333333333,1.88235,5.33333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,170,60,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 320 centimeters feels",large,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 320 centimeters feels",elephant-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,2.367123614131617,0.6325225587435105,True,size-v2-artificial-p0320-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0320-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,tiny_huge,10.666666666666666,1.8823529411764706,10.6667,1.88235,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,30,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
large,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 500 centimeters feels",huge,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 500 centimeters feels",ant-like objects in the toy lab,mouse-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.5108256237659907,1.07880966137193,False,size-v2-artificial-p0500-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,size-v2-artificial-p0500-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,tiny_huge,1.6666666666666667,2.9411764705882355,1.66667,2.94118,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,300,170,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
large,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 500 centimeters feels",huge,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 500 centimeters feels",ant-like objects in the toy lab,human-like objects in the toy lab,artificial_inverted_world_anchor,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,0.5108256237659907,2.120263536200091,False,size-v2-artificial-p0500-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,size-v2-artificial-p0500-ant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,tiny_huge,1.6666666666666667,8.333333333333334,1.66667,8.33333,artificial,relative_open_size,bierwisch_kennedy_size_v2_artificial,300,60,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
