a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,has_semantic_scaffold,is_artificial_norm,is_borderline,is_counter_natural,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 90 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 90 centimeters feels",labrador dogs in this fictional setting,adult humans in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.6359887667199967,1.0986122886681098,True,size-v2-counter_natural-p0090-labrador_dogs_in_this_fictional_setting-vs-adult_humans_in_this_fictional_setting,size-v2-counter_natural-p0090-adult_humans_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,tiny_huge,0.5294117647058824,3.0,0.529412,3,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,30,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 90 centimeters feels",tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 90 centimeters feels",adult humans in this fictional setting,house mice in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,1.0986122886681098,-1.3581234841531944,False,size-v2-counter_natural-p0090-adult_humans_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,size-v2-counter_natural-p0090-adult_humans_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,3.0,0.2571428571428571,3,0.257143,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,30,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 90 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 90 centimeters feels",african elephants in this fictional setting,adult humans in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.4054651081081644,1.0986122886681098,True,size-v2-counter_natural-p0090-african_elephants_in_this_fictional_setting-vs-adult_humans_in_this_fictional_setting,size-v2-counter_natural-p0090-adult_humans_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,1.5,3.0,1.5,3,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,60,30,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 90 centimeters feels",tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 90 centimeters feels",labrador dogs in this fictional setting,house mice in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.6359887667199967,-1.3581234841531944,False,size-v2-counter_natural-p0090-labrador_dogs_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,size-v2-counter_natural-p0090-labrador_dogs_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,0.5294117647058824,0.2571428571428571,0.529412,0.257143,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 90 centimeters feels",large,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 90 centimeters feels",labrador dogs in this fictional setting,african elephants in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.6359887667199967,0.4054651081081644,False,size-v2-counter_natural-p0090-labrador_dogs_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,size-v2-counter_natural-p0090-labrador_dogs_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,0.5294117647058824,1.5,0.529412,1.5,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 90 centimeters feels",large,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 90 centimeters feels",house mice in this fictional setting,african elephants in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-1.3581234841531944,0.4054651081081644,False,size-v2-counter_natural-p0090-house_mice_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,size-v2-counter_natural-p0090-house_mice_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,0.2571428571428571,1.5,0.257143,1.5,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,350,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 130 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 130 centimeters feels",labrador dogs in this fictional setting,adult humans in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.2682639865946794,1.466337068793427,True,size-v2-counter_natural-p0130-labrador_dogs_in_this_fictional_setting-vs-adult_humans_in_this_fictional_setting,size-v2-counter_natural-p0130-adult_humans_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,tiny_huge,0.7647058823529411,4.333333333333333,0.764706,4.33333,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,30,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 130 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 130 centimeters feels",house mice in this fictional setting,adult humans in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.9903987040278769,1.466337068793427,True,size-v2-counter_natural-p0130-house_mice_in_this_fictional_setting-vs-adult_humans_in_this_fictional_setting,size-v2-counter_natural-p0130-adult_humans_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,0.37142857142857144,4.333333333333333,0.371429,4.33333,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,350,30,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 130 centimeters feels",small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 130 centimeters feels",house mice in this fictional setting,labrador dogs in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.9903987040278769,-0.2682639865946794,True,size-v2-counter_natural-p0130-house_mice_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,size-v2-counter_natural-p0130-labrador_dogs_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,0.37142857142857144,0.7647058823529411,0.371429,0.764706,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,350,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 130 centimeters feels",small,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 130 centimeters feels",african elephants in this fictional setting,labrador dogs in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.7731898882334817,-0.2682639865946794,True,size-v2-counter_natural-p0130-african_elephants_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,size-v2-counter_natural-p0130-labrador_dogs_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,2.1666666666666665,0.7647058823529411,2.16667,0.764706,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,60,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 130 centimeters feels",tiny,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 130 centimeters feels",african elephants in this fictional setting,house mice in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.7731898882334817,-0.9903987040278769,True,size-v2-counter_natural-p0130-african_elephants_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,size-v2-counter_natural-p0130-house_mice_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,2.1666666666666665,0.37142857142857144,2.16667,0.371429,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,60,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
large,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 200 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 200 centimeters feels",labrador dogs in this fictional setting,adult humans in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.16251892949777494,1.8971199848858813,True,size-v2-counter_natural-p0200-labrador_dogs_in_this_fictional_setting-vs-adult_humans_in_this_fictional_setting,size-v2-counter_natural-p0200-adult_humans_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,tiny_huge,1.1764705882352942,6.666666666666667,1.17647,6.66667,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,30,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 200 centimeters feels",small,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 200 centimeters feels",adult humans in this fictional setting,house mice in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,1.8971199848858813,-0.5596157879354228,False,size-v2-counter_natural-p0200-adult_humans_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,size-v2-counter_natural-p0200-adult_humans_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,6.666666666666667,0.5714285714285714,6.66667,0.571429,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,30,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 200 centimeters feels",small,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 200 centimeters feels",labrador dogs in this fictional setting,house mice in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.16251892949777494,-0.5596157879354228,False,size-v2-counter_natural-p0200-labrador_dogs_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,size-v2-counter_natural-p0200-labrador_dogs_in_this_fictional_setting-vs-house_mice_in_this_fictional_setting,tiny_huge,1.1764705882352942,0.5714285714285714,1.17647,0.571429,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 200 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 200 centimeters feels",labrador dogs in this fictional setting,african elephants in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,0.16251892949777494,1.2039728043259361,False,size-v2-counter_natural-p0200-labrador_dogs_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,size-v2-counter_natural-p0200-labrador_dogs_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,1.1764705882352942,3.3333333333333335,1.17647,3.33333,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,170,60,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
small,"In this fictional setting, ignore real-world sizes. The normal body length for house mice in this fictional setting is 350 centimeters. Compared only to that 350-centimeter fictional baseline for house mice in this fictional setting, a body length of 200 centimeters feels",huge,"In this fictional setting, ignore real-world sizes. The normal body length for african elephants in this fictional setting is 60 centimeters. Compared only to that 60-centimeter fictional baseline for african elephants in this fictional setting, a body length of 200 centimeters feels",house mice in this fictional setting,african elephants in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,-0.5596157879354228,1.2039728043259361,False,size-v2-counter_natural-p0200-house_mice_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,size-v2-counter_natural-p0200-house_mice_in_this_fictional_setting-vs-african_elephants_in_this_fictional_setting,tiny_huge,0.5714285714285714,3.3333333333333335,0.571429,3.33333,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,350,60,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"In this fictional setting, ignore real-world sizes. The normal body length for adult humans in this fictional setting is 30 centimeters. Compared only to that 30-centimeter fictional baseline for adult humans in this fictional setting, a body length of 320 centimeters feels",large,"In this fictional setting, ignore real-world sizes. The normal body length for labrador dogs in this fictional setting is 170 centimeters. Compared only to that 170-centimeter fictional baseline for labrador dogs in this fictional setting, a body length of 320 centimeters feels",adult humans in this fictional setting,labrador dogs in this fictional setting,counter_natural_explicit_norm,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,True,2.367123614131617,0.6325225587435105,False,size-v2-counter_natural-p0320-adult_humans_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,size-v2-counter_natural-p0320-adult_humans_in_this_fictional_setting-vs-labrador_dogs_in_this_fictional_setting,tiny_huge,10.666666666666666,1.8823529411764706,10.6667,1.88235,counter_natural,relative_open_size,bierwisch_kennedy_size_v2_counter_natural,30,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
