a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
mature,"If the normal lifespan for a horse is 28 years, then someone aged 18 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 18 years would best be called",a horse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_horse-vs-a_domestic_dog,age-v1_3b-p0018-a_domestic_dog-vs-a_horse,b,young_old,0.6428571428571429,1.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,12,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 18 years would best be called",youthful,"If the normal lifespan for a human is 80 years, then someone aged 18 years would best be called",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0018-a_domestic_dog-vs-a_human,age-v1_3b-p0018-a_domestic_dog-vs-a_human,b,young_old,1.5,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_b,12,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 18 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 18 years would best be called",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_3b-p0018-a_domestic_dog-vs-a_galapagos_tortoise,b,young_old,0.12,1.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,12,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 18 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 18 years would best be called",a bowhead whale,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_bowhead_whale-vs-a_domestic_dog,age-v1_3b-p0018-a_domestic_dog-vs-a_bowhead_whale,b,young_old,0.09,1.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,12,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"If the normal lifespan for a human is 80 years, then someone aged 18 years would best be called",mature,"If the normal lifespan for a horse is 28 years, then someone aged 18 years would best be called",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_human-vs-a_horse,age-v1_3b-p0018-a_horse-vs-a_human,b,young_old,0.225,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_b,80,28,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"If the normal lifespan for a horse is 28 years, then someone aged 18 years would best be called",young,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 18 years would best be called",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0018-a_horse-vs-a_galapagos_tortoise,age-v1_3b-p0018-a_horse-vs-a_galapagos_tortoise,b,young_old,0.6428571428571429,0.12,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,150,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"If the normal lifespan for a horse is 28 years, then someone aged 18 years would best be called",young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 18 years would best be called",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0018-a_horse-vs-a_bowhead_whale,age-v1_3b-p0018-a_horse-vs-a_bowhead_whale,b,young_old,0.6428571428571429,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,200,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 18 years would best be called",youthful,"If the normal lifespan for a human is 80 years, then someone aged 18 years would best be called",a galapagos tortoise,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_galapagos_tortoise-vs-a_human,age-v1_3b-p0018-a_human-vs-a_galapagos_tortoise,b,young_old,0.12,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 18 years would best be called",youthful,"If the normal lifespan for a human is 80 years, then someone aged 18 years would best be called",a bowhead whale,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0018-a_bowhead_whale-vs-a_human,age-v1_3b-p0018-a_human-vs-a_bowhead_whale,b,young_old,0.09,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,80,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"If the normal lifespan for a human is 80 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 30 years would best be called",a human,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_human-vs-a_domestic_mouse,age-v1_3b-p0030-a_domestic_mouse-vs-a_human,b,young_old,0.375,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_b,80,2,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 30 years would best be called",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3b-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,b,young_old,0.2,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,2,comparison_class_explicit,30 years,gradable_scalar,years,30
young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 30 years would best be called",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3b-p0030-a_domestic_mouse-vs-a_bowhead_whale,b,young_old,0.15,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,2,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"If the normal lifespan for a human is 80 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 30 years would best be called",a human,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_human-vs-a_domestic_dog,age-v1_3b-p0030-a_domestic_dog-vs-a_human,b,young_old,0.375,2.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,80,12,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 30 years would best be called",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_3b-p0030-a_domestic_dog-vs-a_galapagos_tortoise,b,young_old,0.2,2.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,12,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 30 years would best be called",young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 30 years would best be called",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0030-a_domestic_dog-vs-a_bowhead_whale,age-v1_3b-p0030-a_domestic_dog-vs-a_bowhead_whale,b,young_old,2.5,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_b,12,200,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"If the normal lifespan for a human is 80 years, then someone aged 30 years would best be called",old,"If the normal lifespan for a horse is 28 years, then someone aged 30 years would best be called",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_human-vs-a_horse,age-v1_3b-p0030-a_horse-vs-a_human,b,young_old,0.375,1.0714285714285714,relative_open_age,bierwisch_kennedy_age_v1_3_b,80,28,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"If the normal lifespan for a horse is 28 years, then someone aged 30 years would best be called",youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 30 years would best be called",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0030-a_horse-vs-a_galapagos_tortoise,age-v1_3b-p0030-a_horse-vs-a_galapagos_tortoise,b,young_old,1.0714285714285714,0.2,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,150,comparison_class_explicit,30 years,gradable_scalar,years,30
