a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_id,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 5 degrees Celsius feels",freezer air,room air,standard_explicit,23,-16,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-freezer_air-vs-room_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 5 degrees Celsius feels",freezer air,swimming-pool water,standard_explicit,23,-22,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-freezer_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,27,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 5 degrees Celsius feels",freezer air,bath water,standard_explicit,23,-33,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 5 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,23,-75,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,80,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 5 degrees Celsius feels",freezer air,heated oven air,standard_explicit,23,-175,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,180,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 5 degrees Celsius feels",room air,swimming-pool water,standard_explicit,-16,-22,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-room_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,27,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 5 degrees Celsius feels",room air,bath water,standard_explicit,-16,-33,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 5 degrees Celsius feels",room air,freshly served tea,standard_explicit,-16,-75,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,80,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 5 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 5 degrees Celsius feels",room air,heated oven air,standard_explicit,-16,-175,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p005-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,180,comparison_class_explicit,5 degrees Celsius,gradable_scalar,celsius,5
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",freezer air,room air,standard_explicit,33,-6,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-freezer_air-vs-room_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,21,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",freezer air,swimming-pool water,standard_explicit,33,-12,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-freezer_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,27,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",freezer air,bath water,standard_explicit,33,-23,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,33,-65,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",freezer air,heated oven air,standard_explicit,33,-165,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,180,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",room air,bath water,standard_explicit,-6,-23,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",room air,freshly served tea,standard_explicit,-6,-65,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",room air,heated oven air,standard_explicit,-6,-165,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,180,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",swimming-pool water,bath water,standard_explicit,-12,-23,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-swimming_pool_water-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,27,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",swimming-pool water,freshly served tea,standard_explicit,-12,-65,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,27,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
cool,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",swimming-pool water,heated oven air,standard_explicit,-12,-165,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p015-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,27,180,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",freezer air,room air,standard_explicit,43,4,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-freezer_air-vs-room_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,21,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",freezer air,bath water,standard_explicit,43,-13,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,38,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,43,-55,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,80,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",freezer air,heated oven air,standard_explicit,43,-155,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,180,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",room air,bath water,standard_explicit,4,-13,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,38,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",room air,freshly served tea,standard_explicit,4,-55,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,80,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",room air,heated oven air,standard_explicit,4,-155,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,180,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",bath water,freshly served tea,standard_explicit,-13,-55,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,38,80,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
cool,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",bath water,heated oven air,standard_explicit,-13,-155,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p025-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,38,180,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",freezer air,room air,standard_explicit,53,14,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-freezer_air-vs-room_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",freezer air,swimming-pool water,standard_explicit,53,8,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-freezer_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,53,-45,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,80,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",freezer air,heated oven air,standard_explicit,53,-145,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,180,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",room air,freshly served tea,standard_explicit,14,-45,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,80,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",room air,heated oven air,standard_explicit,14,-145,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,21,180,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",swimming-pool water,freshly served tea,standard_explicit,8,-45,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,27,80,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",swimming-pool water,heated oven air,standard_explicit,8,-145,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p035-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,27,180,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",freezer air,swimming-pool water,standard_explicit,63,18,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p045-freezer_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,27,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",freezer air,bath water,standard_explicit,63,7,same_scalar_different_explicit_standard,temperature,False,False,temp-v1_1-p045-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_1,-18,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
