comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_huge,logscore_large,logscore_small,logscore_tiny,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_huge,prob_large,prob_small,prob_tiny,prompt,scale_type,side,source,standard_type,target,type,unit,value
human-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.9153225123025838,small,1.0,True,False,-10.669462203979492,-7.879362106323242,-7.168854713439941,-9.390968322753906,0.7105073928833008,1.272015772200734,size-v2-artificial-p0040-human_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.018515277725774992,0.30147777899775996,0.6135143810278887,0.06649256224857629,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
human-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.9184422240367549,tiny,0.0,True,False,-11.316925048828125,-9.724599838256836,-8.66015338897705,-11.087647438049316,-2.4274940490722656,1.264083271414711,size-v2-artificial-p0040-human_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.04667865974725956,0.22943328867252338,0.6651807148278852,0.058707336752331724,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
elephant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1273265790437998,large,2.0,True,False,-10.708175659179688,-9.291001319885254,-9.222260475158691,-11.181671142578125,-0.0687408447265625,1.541209409598799,size-v2-artificial-p0040-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.09835476083126345,0.4057573374837269,0.4346304521375547,0.06125744954745498,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
elephant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.9184422240367549,tiny,0.0,True,False,-11.316925048828125,-9.724599838256836,-8.66015338897705,-11.087647438049316,-2.4274940490722656,1.264083271414711,size-v2-artificial-p0040-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.04667865974725956,0.22943328867252338,0.6651807148278852,0.058707336752331724,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
elephant-like objects in the toy lab,human-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1273265790437998,large,2.0,True,False,-10.708175659179688,-9.291001319885254,-9.222260475158691,-11.181671142578125,-0.0687408447265625,1.541209409598799,size-v2-artificial-p0040-elephant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.09835476083126345,0.4057573374837269,0.4346304521375547,0.06125744954745498,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
elephant-like objects in the toy lab,human-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.9153225123025838,small,1.0,True,False,-10.669462203979492,-7.879362106323242,-7.168854713439941,-9.390968322753906,0.7105073928833008,1.272015772200734,size-v2-artificial-p0040-elephant_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.018515277725774992,0.30147777899775996,0.6135143810278887,0.06649256224857629,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 40 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
ant-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.9992717031821025,tiny,0.0,True,False,-10.251187324523926,-9.115217208862305,-8.042498588562012,-10.185103416442871,-2.1426048278808594,1.2832001515230438,size-v2-artificial-p0060-ant_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.06999722480394663,0.2179848818924585,0.6372387133262866,0.07477917997730818,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 60 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
ant-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.2227994273872194,huge,3.0,True,False,-10.05277156829834,-9.229188919067383,-9.366316795349121,-11.011870384216309,-0.823582649230957,1.689630602071718,size-v2-artificial-p0060-ant_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.17703668482201776,0.4034044348793176,0.3517116778470297,0.06784720245163506,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 60 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
mouse-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.6909530703085862,tiny,0.0,True,False,-11.856386184692383,-10.149688720703125,-8.092063903808594,-10.37374496459961,-2.2816810607910156,1.057468679329032,size-v2-artificial-p0060-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.018501470216569525,0.10195664399838489,0.7980509806825536,0.08149090510249193,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 60 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
mouse-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.2227994273872194,huge,3.0,True,False,-10.05277156829834,-9.229188919067383,-9.366316795349121,-11.011870384216309,-0.823582649230957,1.689630602071718,size-v2-artificial-p0060-mouse_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.17703668482201776,0.4034044348793176,0.3517116778470297,0.06784720245163506,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 60 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
ant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.8970957963651197,tiny,0.0,True,False,-10.339034080505371,-9.028870582580566,-7.856706619262695,-10.521844863891602,-2.6651382446289062,1.2783660411016695,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.057114152959506705,0.21170958354173566,0.683604415139678,0.04757184835907978,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
ant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.7098816150957645,small,1.0,True,False,-12.088077545166016,-10.59337043762207,-8.741286277770996,-11.351513862609863,1.8520841598510742,1.1215101203876472,size-v2-artificial-p0090-ant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.027810069299863606,0.12397814098558951,0.7901236305168774,0.058088159197669645,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
human-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.906220228121178,large,2.0,True,False,-9.821599960327148,-7.320121765136719,-7.969301223754883,-10.545090675354004,0.6491794586181641,1.683720865407868,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.04985038062762679,0.608200335595593,0.31776905233380165,0.02418023144297857,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
human-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.8970957963651197,tiny,0.0,True,False,-10.339034080505371,-9.028870582580566,-7.856706619262695,-10.521844863891602,-2.6651382446289062,1.2783660411016695,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.057114152959506705,0.21170958354173566,0.683604415139678,0.04757184835907978,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
elephant-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1716708998270728,huge,3.0,True,False,-10.008064270019531,-9.2940034866333,-8.73868179321289,-10.661595344543457,-1.2693824768066406,1.4945932988774844,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.14042719811258478,0.286789923815221,0.4997318569092883,0.07305102116290606,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
elephant-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.8970957963651197,tiny,0.0,True,False,-10.339034080505371,-9.028870582580566,-7.856706619262695,-10.521844863891602,-2.6651382446289062,1.2783660411016695,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.057114152959506705,0.21170958354173566,0.683604415139678,0.04757184835907978,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
mouse-like objects in the toy lab,human-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.7098816150957645,small,1.0,True,False,-12.088077545166016,-10.59337043762207,-8.741286277770996,-11.351513862609863,1.8520841598510742,1.1215101203876472,size-v2-artificial-p0090-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.027810069299863606,0.12397814098558951,0.7901236305168774,0.058088159197669645,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
mouse-like objects in the toy lab,human-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.906220228121178,large,2.0,True,False,-9.821599960327148,-7.320121765136719,-7.969301223754883,-10.545090675354004,0.6491794586181641,1.683720865407868,size-v2-artificial-p0090-mouse_like_objects_in_the_toy_lab-vs-human_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.04985038062762679,0.608200335595593,0.31776905233380165,0.02418023144297857,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
elephant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1716708998270728,huge,3.0,True,False,-10.008064270019531,-9.2940034866333,-8.73868179321289,-10.661595344543457,-1.2693824768066406,1.4945932988774844,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.14042719811258478,0.286789923815221,0.4997318569092883,0.07305102116290606,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
elephant-like objects in the toy lab,mouse-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.7098816150957645,small,1.0,True,False,-12.088077545166016,-10.59337043762207,-8.741286277770996,-11.351513862609863,1.8520841598510742,1.1215101203876472,size-v2-artificial-p0090-elephant_like_objects_in_the_toy_lab-vs-mouse_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.027810069299863606,0.12397814098558951,0.7901236305168774,0.058088159197669645,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
human-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.906220228121178,large,2.0,True,False,-9.821599960327148,-7.320121765136719,-7.969301223754883,-10.545090675354004,0.6491794586181641,1.683720865407868,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.04985038062762679,0.608200335595593,0.31776905233380165,0.02418023144297857,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
human-like objects in the toy lab,elephant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1716708998270728,huge,3.0,True,False,-10.008064270019531,-9.2940034866333,-8.73868179321289,-10.661595344543457,-1.2693824768066406,1.4945932988774844,size-v2-artificial-p0090-human_like_objects_in_the_toy_lab-vs-elephant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.14042719811258478,0.286789923815221,0.4997318569092883,0.07305102116290606,"The normal body length for elephant-like objects in the toy lab is 30 centimeters. Compared only to that 30-centimeter baseline for elephant-like objects in the toy lab, a body length of 90 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
mouse-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,1,size_v2_behavioral_lockin_same_value_different_standard,size,0.628768036365563,small,1.0,True,False,-11.6619291305542,-9.682378768920898,-7.604743003845215,-10.187091827392578,2.0776357650756836,1.0691433979589504,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.01420026524561608,0.10280263709167543,0.8209373280387514,0.06205976962395702,"The normal body length for mouse-like objects in the toy lab is 170 centimeters. Compared only to that 170-centimeter baseline for mouse-like objects in the toy lab, a body length of 130 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
mouse-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.9678412544595888,tiny,0.0,True,False,-10.789299964904785,-9.753914833068848,-8.355683326721191,-10.219225883483887,-1.8635425567626953,1.1794441961919044,size-v2-artificial-p0130-mouse_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.058876774424362226,0.16580822054454478,0.6711974318297282,0.10411757320136486,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 130 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
human-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,1.1352959367519952,huge,3.0,True,False,-8.929691314697266,-7.4547576904296875,-7.628426551818848,-9.428750038146973,-1.4749336242675781,1.5971581511742274,size-v2-artificial-p0130-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,large,2.0,tiny_huge,0.10360774725689044,0.452843110821804,0.3806486877599481,0.06290045416135746,"The normal body length for human-like objects in the toy lab is 60 centimeters. Compared only to that 60-centimeter baseline for human-like objects in the toy lab, a body length of 130 centimeters feels",relative_open_size,a,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
human-like objects in the toy lab,ant-like objects in the toy lab,standard_explicit,0,size_v2_behavioral_lockin_same_value_different_standard,size,0.9678412544595888,tiny,0.0,True,False,-10.789299964904785,-9.753914833068848,-8.355683326721191,-10.219225883483887,-1.8635425567626953,1.1794441961919044,size-v2-artificial-p0130-human_like_objects_in_the_toy_lab-vs-ant_like_objects_in_the_toy_lab,small,1.0,tiny_huge,0.058876774424362226,0.16580822054454478,0.6711974318297282,0.10411757320136486,"The normal body length for ant-like objects in the toy lab is 300 centimeters. Compared only to that 300-centimeter baseline for ant-like objects in the toy lab, a body length of 130 centimeters feels",relative_open_size,b,bierwisch_kennedy_size_v2_artificial,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
