a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 6 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 6 years is best described as",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0006-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3a-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,a,young_old,0.04,3.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,150,2,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 6 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 6 years is best described as",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0006-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3a-p0006-a_domestic_mouse-vs-a_bowhead_whale,a,young_old,0.03,3.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,200,2,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 6 years is best described as",young,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 6 years is best described as",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0006-a_horse-vs-a_human,age-v1_3a-p0006-a_horse-vs-a_human,a,young_old,0.21428571428571427,0.075,relative_open_age,bierwisch_kennedy_age_v1_3_a,28,80,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 6 years is best described as",young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 6 years is best described as",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0006-a_horse-vs-a_galapagos_tortoise,age-v1_3a-p0006-a_horse-vs-a_galapagos_tortoise,a,young_old,0.21428571428571427,0.04,relative_open_age,bierwisch_kennedy_age_v1_3_a,28,150,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 6 years is best described as",young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 6 years is best described as",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0006-a_horse-vs-a_bowhead_whale,age-v1_3a-p0006-a_horse-vs-a_bowhead_whale,a,young_old,0.21428571428571427,0.03,relative_open_age,bierwisch_kennedy_age_v1_3_a,28,200,comparison_class_explicit,6 years,gradable_scalar,years,6
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 10 years is best described as",mature,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 10 years is best described as",a domestic mouse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_mouse-vs-a_domestic_dog,age-v1_3a-p0010-a_domestic_mouse-vs-a_domestic_dog,a,young_old,5.0,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,12,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 10 years is best described as",youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 10 years is best described as",a domestic mouse,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_mouse-vs-a_horse,age-v1_3a-p0010-a_domestic_mouse-vs-a_horse,a,young_old,5.0,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,28,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 10 years is best described as",young,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 10 years is best described as",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_mouse-vs-a_human,age-v1_3a-p0010-a_domestic_mouse-vs-a_human,a,young_old,5.0,0.125,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,80,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 10 years is best described as",young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 10 years is best described as",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_3a-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,a,young_old,5.0,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,150,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 10 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 10 years is best described as",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0010-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3a-p0010-a_domestic_mouse-vs-a_bowhead_whale,a,young_old,0.05,5.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,200,2,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 10 years is best described as",youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 10 years is best described as",a domestic dog,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_dog-vs-a_horse,age-v1_3a-p0010-a_domestic_dog-vs-a_horse,a,young_old,0.8333333333333334,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,28,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 10 years is best described as",young,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 10 years is best described as",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_dog-vs-a_human,age-v1_3a-p0010-a_domestic_dog-vs-a_human,a,young_old,0.8333333333333334,0.125,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,80,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 10 years is best described as",young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 10 years is best described as",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_3a-p0010-a_domestic_dog-vs-a_galapagos_tortoise,a,young_old,0.8333333333333334,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,150,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 10 years is best described as",young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 10 years is best described as",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_domestic_dog-vs-a_bowhead_whale,age-v1_3a-p0010-a_domestic_dog-vs-a_bowhead_whale,a,young_old,0.8333333333333334,0.05,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,200,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 10 years is best described as",young,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 10 years is best described as",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0010-a_horse-vs-a_human,age-v1_3a-p0010-a_horse-vs-a_human,a,young_old,0.35714285714285715,0.125,relative_open_age,bierwisch_kennedy_age_v1_3_a,28,80,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 10 years is best described as",youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 10 years is best described as",a galapagos tortoise,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0010-a_galapagos_tortoise-vs-a_horse,age-v1_3a-p0010-a_horse-vs-a_galapagos_tortoise,a,young_old,0.06666666666666667,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_3_a,150,28,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 10 years is best described as",youthful,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 10 years is best described as",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0010-a_bowhead_whale-vs-a_horse,age-v1_3a-p0010-a_horse-vs-a_bowhead_whale,a,young_old,0.05,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_3_a,200,28,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 18 years is best described as",mature,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 18 years is best described as",a domestic mouse,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_domestic_mouse-vs-a_horse,age-v1_3a-p0018-a_domestic_mouse-vs-a_horse,a,young_old,9.0,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,28,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 18 years is best described as",youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 18 years is best described as",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_domestic_mouse-vs-a_human,age-v1_3a-p0018-a_domestic_mouse-vs-a_human,a,young_old,9.0,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 18 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 18 years is best described as",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3a-p0018-a_domestic_mouse-vs-a_galapagos_tortoise,a,young_old,0.12,9.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,150,2,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 18 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 18 years is best described as",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3a-p0018-a_domestic_mouse-vs-a_bowhead_whale,a,young_old,0.09,9.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,200,2,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 18 years is best described as",old,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 18 years is best described as",a horse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_horse-vs-a_domestic_dog,age-v1_3a-p0018-a_domestic_dog-vs-a_horse,a,young_old,0.6428571428571429,1.5,relative_open_age,bierwisch_kennedy_age_v1_3_a,28,12,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 18 years is best described as",youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 18 years is best described as",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_domestic_dog-vs-a_human,age-v1_3a-p0018-a_domestic_dog-vs-a_human,a,young_old,1.5,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,80,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 18 years is best described as",young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 18 years is best described as",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_3a-p0018-a_domestic_dog-vs-a_galapagos_tortoise,a,young_old,1.5,0.12,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,150,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 18 years is best described as",young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 18 years is best described as",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_domestic_dog-vs-a_bowhead_whale,age-v1_3a-p0018-a_domestic_dog-vs-a_bowhead_whale,a,young_old,1.5,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,200,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 18 years is best described as",mature,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 18 years is best described as",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_human-vs-a_horse,age-v1_3a-p0018-a_horse-vs-a_human,a,young_old,0.225,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_a,80,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 18 years is best described as",mature,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 18 years is best described as",a galapagos tortoise,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_galapagos_tortoise-vs-a_horse,age-v1_3a-p0018-a_horse-vs-a_galapagos_tortoise,a,young_old,0.12,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_a,150,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 18 years is best described as",mature,"For a horse, a typical lifespan is 28 years. Relative to that 28-year reference, an individual aged 18 years is best described as",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_bowhead_whale-vs-a_horse,age-v1_3a-p0018-a_horse-vs-a_bowhead_whale,a,young_old,0.09,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_a,200,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 18 years is best described as",youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 18 years is best described as",a galapagos tortoise,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0018-a_galapagos_tortoise-vs-a_human,age-v1_3a-p0018-a_human-vs-a_galapagos_tortoise,a,young_old,0.12,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_a,150,80,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 18 years is best described as",young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 18 years is best described as",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0018-a_human-vs-a_bowhead_whale,age-v1_3a-p0018-a_human-vs-a_bowhead_whale,a,young_old,0.225,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_a,80,200,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 30 years is best described as",old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 30 years is best described as",a human,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3a-p0030-a_human-vs-a_domestic_mouse,age-v1_3a-p0030-a_domestic_mouse-vs-a_human,a,young_old,0.375,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_a,80,2,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 30 years is best described as",youthful,"For a galapagos tortoise, a typical lifespan is 150 years. Relative to that 150-year reference, an individual aged 30 years is best described as",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_3a-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,a,young_old,15.0,0.2,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a domestic mouse, a typical lifespan is 2 years. Relative to that 2-year reference, an individual aged 30 years is best described as",young,"For a bowhead whale, a typical lifespan is 200 years. Relative to that 200-year reference, an individual aged 30 years is best described as",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0030-a_domestic_mouse-vs-a_bowhead_whale,age-v1_3a-p0030-a_domestic_mouse-vs-a_bowhead_whale,a,young_old,15.0,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_a,2,200,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a domestic dog, a typical lifespan is 12 years. Relative to that 12-year reference, an individual aged 30 years is best described as",youthful,"For a human, a typical lifespan is 80 years. Relative to that 80-year reference, an individual aged 30 years is best described as",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3a-p0030-a_domestic_dog-vs-a_human,age-v1_3a-p0030-a_domestic_dog-vs-a_human,a,young_old,2.5,0.375,relative_open_age,bierwisch_kennedy_age_v1_3_a,12,80,comparison_class_explicit,30 years,gradable_scalar,years,30
