a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
tiny,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 25 centimeters is best described as",huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",a labrador dog,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-a_labrador_dog-vs-an_ant,size-v1_3a-p0025-an_ant-vs-a_labrador_dog,a,tiny_huge,0.4166666666666667,25.0,relative_open_size,bierwisch_kennedy_size_v1_3_a,60,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 25 centimeters is best described as",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0025-an_ant-vs-an_adult_human,size-v1_3a-p0025-an_ant-vs-an_adult_human,a,tiny_huge,25.0,0.14705882352941177,relative_open_size,bierwisch_kennedy_size_v1_3_a,1,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 25 centimeters is best described as",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0025-an_ant-vs-an_african_elephant,size-v1_3a-p0025-an_ant-vs-an_african_elephant,a,tiny_huge,25.0,0.07142857142857142,relative_open_size,bierwisch_kennedy_size_v1_3_a,1,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 25 centimeters is best described as",small,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 25 centimeters is best described as",a house mouse,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0025-a_house_mouse-vs-a_domestic_cat,size-v1_3a-p0025-a_house_mouse-vs-a_domestic_cat,a,tiny_huge,2.7777777777777777,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_3_a,9,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 25 centimeters is best described as",huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 25 centimeters is best described as",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-a_labrador_dog-vs-a_house_mouse,size-v1_3a-p0025-a_house_mouse-vs-a_labrador_dog,a,tiny_huge,0.4166666666666667,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_a,60,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 25 centimeters is best described as",huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 25 centimeters is best described as",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-an_adult_human-vs-a_house_mouse,size-v1_3a-p0025-a_house_mouse-vs-an_adult_human,a,tiny_huge,0.14705882352941177,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_a,170,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 25 centimeters is best described as",huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 25 centimeters is best described as",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-an_african_elephant-vs-a_house_mouse,size-v1_3a-p0025-a_house_mouse-vs-an_african_elephant,a,tiny_huge,0.07142857142857142,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_a,350,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 25 centimeters is best described as",small,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 25 centimeters is best described as",a labrador dog,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-a_labrador_dog-vs-a_domestic_cat,size-v1_3a-p0025-a_domestic_cat-vs-a_labrador_dog,a,tiny_huge,0.4166666666666667,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_3_a,60,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 25 centimeters is best described as",tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 25 centimeters is best described as",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0025-a_domestic_cat-vs-an_adult_human,size-v1_3a-p0025-a_domestic_cat-vs-an_adult_human,a,tiny_huge,0.5434782608695652,0.14705882352941177,relative_open_size,bierwisch_kennedy_size_v1_3_a,46,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 25 centimeters is best described as",small,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 25 centimeters is best described as",an african elephant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0025-an_african_elephant-vs-a_domestic_cat,size-v1_3a-p0025-a_domestic_cat-vs-an_african_elephant,a,tiny_huge,0.07142857142857142,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_3_a,350,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 40 centimeters is best described as",huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 40 centimeters is best described as",a labrador dog,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0040-a_labrador_dog-vs-an_ant,size-v1_3a-p0040-an_ant-vs-a_labrador_dog,a,tiny_huge,0.6666666666666666,40.0,relative_open_size,bierwisch_kennedy_size_v1_3_a,60,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 40 centimeters is best described as",tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 40 centimeters is best described as",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0040-an_ant-vs-an_adult_human,size-v1_3a-p0040-an_ant-vs-an_adult_human,a,tiny_huge,40.0,0.23529411764705882,relative_open_size,bierwisch_kennedy_size_v1_3_a,1,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 40 centimeters is best described as",huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 40 centimeters is best described as",an african elephant,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0040-an_african_elephant-vs-an_ant,size-v1_3a-p0040-an_ant-vs-an_african_elephant,a,tiny_huge,0.11428571428571428,40.0,relative_open_size,bierwisch_kennedy_size_v1_3_a,350,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 40 centimeters is best described as",small,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 40 centimeters is best described as",a house mouse,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0040-a_house_mouse-vs-a_labrador_dog,size-v1_3a-p0040-a_house_mouse-vs-a_labrador_dog,a,tiny_huge,4.444444444444445,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_a,9,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 40 centimeters is best described as",huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 40 centimeters is best described as",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0040-an_adult_human-vs-a_house_mouse,size-v1_3a-p0040-a_house_mouse-vs-an_adult_human,a,tiny_huge,0.23529411764705882,4.444444444444445,relative_open_size,bierwisch_kennedy_size_v1_3_a,170,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 40 centimeters is best described as",tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 40 centimeters is best described as",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0040-a_house_mouse-vs-an_african_elephant,size-v1_3a-p0040-a_house_mouse-vs-an_african_elephant,a,tiny_huge,4.444444444444445,0.11428571428571428,relative_open_size,bierwisch_kennedy_size_v1_3_a,9,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 40 centimeters is best described as",small,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 40 centimeters is best described as",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0040-an_adult_human-vs-a_labrador_dog,size-v1_3a-p0040-a_labrador_dog-vs-an_adult_human,a,tiny_huge,0.23529411764705882,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_a,170,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 40 centimeters is best described as",small,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 40 centimeters is best described as",an african elephant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0040-an_african_elephant-vs-a_labrador_dog,size-v1_3a-p0040-a_labrador_dog-vs-an_african_elephant,a,tiny_huge,0.11428571428571428,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_a,350,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 60 centimeters is best described as",large,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 60 centimeters is best described as",an ant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0060-an_ant-vs-a_domestic_cat,size-v1_3a-p0060-an_ant-vs-a_domestic_cat,a,tiny_huge,60.0,1.3043478260869565,relative_open_size,bierwisch_kennedy_size_v1_3_a,1,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 60 centimeters is best described as",huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 60 centimeters is best described as",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0060-an_adult_human-vs-an_ant,size-v1_3a-p0060-an_ant-vs-an_adult_human,a,tiny_huge,0.35294117647058826,60.0,relative_open_size,bierwisch_kennedy_size_v1_3_a,170,1,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 60 centimeters is best described as",tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 60 centimeters is best described as",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0060-an_ant-vs-an_african_elephant,size-v1_3a-p0060-an_ant-vs-an_african_elephant,a,tiny_huge,60.0,0.17142857142857143,relative_open_size,bierwisch_kennedy_size_v1_3_a,1,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 60 centimeters is best described as",large,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 60 centimeters is best described as",a house mouse,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0060-a_house_mouse-vs-a_domestic_cat,size-v1_3a-p0060-a_house_mouse-vs-a_domestic_cat,a,tiny_huge,6.666666666666667,1.3043478260869565,relative_open_size,bierwisch_kennedy_size_v1_3_a,9,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 60 centimeters is best described as",tiny,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 60 centimeters is best described as",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3a-p0060-a_house_mouse-vs-an_adult_human,size-v1_3a-p0060-a_house_mouse-vs-an_adult_human,a,tiny_huge,6.666666666666667,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_3_a,9,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 60 centimeters is best described as",huge,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 60 centimeters is best described as",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3a-p0060-an_african_elephant-vs-a_house_mouse,size-v1_3a-p0060-a_house_mouse-vs-an_african_elephant,a,tiny_huge,0.17142857142857143,6.666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_a,350,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
