a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
old,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",young,"For a human, normal is 80 years. Compared to that, 6 years is",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0006-a_domestic_mouse-vs-a_human,age-v1_3c-p0006-a_domestic_mouse-vs-a_human,c,young_old,3.0,0.075,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,80,comparison_class_explicit,6 years,gradable_scalar,years,6
old,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",young,"For a galapagos tortoise, normal is 150 years. Compared to that, 6 years is",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_3c-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,c,young_old,3.0,0.04,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,150,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"For a bowhead whale, normal is 200 years. Compared to that, 6 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 6 years is",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0006-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3c-p0006-a_domestic_mouse-vs-a_bowhead_whale,c,young_old,0.03,3.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,200,2,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"For a human, normal is 80 years. Compared to that, 6 years is",youthful,"For a horse, normal is 28 years. Compared to that, 6 years is",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0006-a_human-vs-a_horse,age-v1_3c-p0006-a_horse-vs-a_human,c,young_old,0.075,0.21428571428571427,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,28,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"For a horse, normal is 28 years. Compared to that, 6 years is",young,"For a galapagos tortoise, normal is 150 years. Compared to that, 6 years is",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0006-a_horse-vs-a_galapagos_tortoise,age-v1_3c-p0006-a_horse-vs-a_galapagos_tortoise,c,young_old,0.21428571428571427,0.04,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,150,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"For a horse, normal is 28 years. Compared to that, 6 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 6 years is",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0006-a_horse-vs-a_bowhead_whale,age-v1_3c-p0006-a_horse-vs-a_bowhead_whale,c,young_old,0.21428571428571427,0.03,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,200,comparison_class_explicit,6 years,gradable_scalar,years,6
mature,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",a domestic dog,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_domestic_dog-vs-a_domestic_mouse,age-v1_3c-p0010-a_domestic_mouse-vs-a_domestic_dog,c,young_old,0.8333333333333334,5.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,2,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"For a horse, normal is 28 years. Compared to that, 10 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",a horse,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_horse-vs-a_domestic_mouse,age-v1_3c-p0010-a_domestic_mouse-vs-a_horse,c,young_old,0.35714285714285715,5.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,2,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a human, normal is 80 years. Compared to that, 10 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",a human,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_human-vs-a_domestic_mouse,age-v1_3c-p0010-a_domestic_mouse-vs-a_human,c,young_old,0.125,5.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,2,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",young,"For a galapagos tortoise, normal is 150 years. Compared to that, 10 years is",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_3c-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,c,young_old,5.0,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,150,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, normal is 2 years. Compared to that, 10 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 10 years is",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0010-a_domestic_mouse-vs-a_bowhead_whale,age-v1_3c-p0010-a_domestic_mouse-vs-a_bowhead_whale,c,young_old,5.0,0.05,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,200,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"For a horse, normal is 28 years. Compared to that, 10 years is",mature,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",a horse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_horse-vs-a_domestic_dog,age-v1_3c-p0010-a_domestic_dog-vs-a_horse,c,young_old,0.35714285714285715,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,12,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a human, normal is 80 years. Compared to that, 10 years is",mature,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",a human,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_human-vs-a_domestic_dog,age-v1_3c-p0010-a_domestic_dog-vs-a_human,c,young_old,0.125,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,12,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a galapagos tortoise, normal is 150 years. Compared to that, 10 years is",mature,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_3c-p0010-a_domestic_dog-vs-a_galapagos_tortoise,c,young_old,0.06666666666666667,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,12,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"For a domestic dog, normal is 12 years. Compared to that, 10 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 10 years is",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0010-a_domestic_dog-vs-a_bowhead_whale,age-v1_3c-p0010-a_domestic_dog-vs-a_bowhead_whale,c,young_old,0.8333333333333334,0.05,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,200,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"For a human, normal is 80 years. Compared to that, 10 years is",youthful,"For a horse, normal is 28 years. Compared to that, 10 years is",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0010-a_human-vs-a_horse,age-v1_3c-p0010-a_horse-vs-a_human,c,young_old,0.125,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,28,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"For a horse, normal is 28 years. Compared to that, 10 years is",young,"For a galapagos tortoise, normal is 150 years. Compared to that, 10 years is",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0010-a_horse-vs-a_galapagos_tortoise,age-v1_3c-p0010-a_horse-vs-a_galapagos_tortoise,c,young_old,0.35714285714285715,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,150,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"For a horse, normal is 28 years. Compared to that, 10 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 10 years is",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0010-a_horse-vs-a_bowhead_whale,age-v1_3c-p0010-a_horse-vs-a_bowhead_whale,c,young_old,0.35714285714285715,0.05,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,200,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"For a domestic mouse, normal is 2 years. Compared to that, 18 years is",mature,"For a horse, normal is 28 years. Compared to that, 18 years is",a domestic mouse,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_mouse-vs-a_horse,age-v1_3c-p0018-a_domestic_mouse-vs-a_horse,c,young_old,9.0,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,28,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic mouse, normal is 2 years. Compared to that, 18 years is",youthful,"For a human, normal is 80 years. Compared to that, 18 years is",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_mouse-vs-a_human,age-v1_3c-p0018-a_domestic_mouse-vs-a_human,c,young_old,9.0,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, normal is 150 years. Compared to that, 18 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 18 years is",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0018-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3c-p0018-a_domestic_mouse-vs-a_galapagos_tortoise,c,young_old,0.12,9.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,2,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic mouse, normal is 2 years. Compared to that, 18 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 18 years is",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_mouse-vs-a_bowhead_whale,age-v1_3c-p0018-a_domestic_mouse-vs-a_bowhead_whale,c,young_old,9.0,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_c,2,200,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, normal is 12 years. Compared to that, 18 years is",mature,"For a horse, normal is 28 years. Compared to that, 18 years is",a domestic dog,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_dog-vs-a_horse,age-v1_3c-p0018-a_domestic_dog-vs-a_horse,c,young_old,1.5,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,28,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, normal is 12 years. Compared to that, 18 years is",youthful,"For a human, normal is 80 years. Compared to that, 18 years is",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_dog-vs-a_human,age-v1_3c-p0018-a_domestic_dog-vs-a_human,c,young_old,1.5,0.225,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, normal is 150 years. Compared to that, 18 years is",old,"For a domestic dog, normal is 12 years. Compared to that, 18 years is",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0018-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_3c-p0018-a_domestic_dog-vs-a_galapagos_tortoise,c,young_old,0.12,1.5,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,12,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"For a domestic dog, normal is 12 years. Compared to that, 18 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 18 years is",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_domestic_dog-vs-a_bowhead_whale,age-v1_3c-p0018-a_domestic_dog-vs-a_bowhead_whale,c,young_old,1.5,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,200,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, normal is 80 years. Compared to that, 18 years is",mature,"For a horse, normal is 28 years. Compared to that, 18 years is",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0018-a_human-vs-a_horse,age-v1_3c-p0018-a_horse-vs-a_human,c,young_old,0.225,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a galapagos tortoise, normal is 150 years. Compared to that, 18 years is",mature,"For a horse, normal is 28 years. Compared to that, 18 years is",a galapagos tortoise,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0018-a_galapagos_tortoise-vs-a_horse,age-v1_3c-p0018-a_horse-vs-a_galapagos_tortoise,c,young_old,0.12,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"For a bowhead whale, normal is 200 years. Compared to that, 18 years is",mature,"For a horse, normal is 28 years. Compared to that, 18 years is",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0018-a_bowhead_whale-vs-a_horse,age-v1_3c-p0018-a_horse-vs-a_bowhead_whale,c,young_old,0.09,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_3_c,200,28,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, normal is 80 years. Compared to that, 18 years is",young,"For a galapagos tortoise, normal is 150 years. Compared to that, 18 years is",a human,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_human-vs-a_galapagos_tortoise,age-v1_3c-p0018-a_human-vs-a_galapagos_tortoise,c,young_old,0.225,0.12,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,150,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, normal is 80 years. Compared to that, 18 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 18 years is",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0018-a_human-vs-a_bowhead_whale,age-v1_3c-p0018-a_human-vs-a_bowhead_whale,c,young_old,0.225,0.09,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,200,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"For a human, normal is 80 years. Compared to that, 30 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 30 years is",a human,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_human-vs-a_domestic_mouse,age-v1_3c-p0030-a_domestic_mouse-vs-a_human,c,young_old,0.375,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,2,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"For a galapagos tortoise, normal is 150 years. Compared to that, 30 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 30 years is",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3c-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,c,young_old,0.2,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,2,comparison_class_explicit,30 years,gradable_scalar,years,30
young,"For a bowhead whale, normal is 200 years. Compared to that, 30 years is",old,"For a domestic mouse, normal is 2 years. Compared to that, 30 years is",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3c-p0030-a_domestic_mouse-vs-a_bowhead_whale,c,young_old,0.15,15.0,relative_open_age,bierwisch_kennedy_age_v1_3_c,200,2,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"For a human, normal is 80 years. Compared to that, 30 years is",old,"For a domestic dog, normal is 12 years. Compared to that, 30 years is",a human,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_human-vs-a_domestic_dog,age-v1_3c-p0030-a_domestic_dog-vs-a_human,c,young_old,0.375,2.5,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,12,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"For a galapagos tortoise, normal is 150 years. Compared to that, 30 years is",old,"For a domestic dog, normal is 12 years. Compared to that, 30 years is",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_3c-p0030-a_domestic_dog-vs-a_galapagos_tortoise,c,young_old,0.2,2.5,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,12,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a domestic dog, normal is 12 years. Compared to that, 30 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 30 years is",a domestic dog,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0030-a_domestic_dog-vs-a_bowhead_whale,age-v1_3c-p0030-a_domestic_dog-vs-a_bowhead_whale,c,young_old,2.5,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_c,12,200,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a horse, normal is 28 years. Compared to that, 30 years is",youthful,"For a human, normal is 80 years. Compared to that, 30 years is",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0030-a_horse-vs-a_human,age-v1_3c-p0030-a_horse-vs-a_human,c,young_old,1.0714285714285714,0.375,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,80,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"For a galapagos tortoise, normal is 150 years. Compared to that, 30 years is",old,"For a horse, normal is 28 years. Compared to that, 30 years is",a galapagos tortoise,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_galapagos_tortoise-vs-a_horse,age-v1_3c-p0030-a_horse-vs-a_galapagos_tortoise,c,young_old,0.2,1.0714285714285714,relative_open_age,bierwisch_kennedy_age_v1_3_c,150,28,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"For a horse, normal is 28 years. Compared to that, 30 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 30 years is",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0030-a_horse-vs-a_bowhead_whale,age-v1_3c-p0030-a_horse-vs-a_bowhead_whale,c,young_old,1.0714285714285714,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_c,28,200,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"For a human, normal is 80 years. Compared to that, 30 years is",young,"For a bowhead whale, normal is 200 years. Compared to that, 30 years is",a human,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3c-p0030-a_human-vs-a_bowhead_whale,age-v1_3c-p0030-a_human-vs-a_bowhead_whale,c,young_old,0.375,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_c,80,200,comparison_class_explicit,30 years,gradable_scalar,years,30
young,"For a bowhead whale, normal is 200 years. Compared to that, 30 years is",youthful,"For a galapagos tortoise, normal is 150 years. Compared to that, 30 years is",a bowhead whale,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3c-p0030-a_bowhead_whale-vs-a_galapagos_tortoise,age-v1_3c-p0030-a_galapagos_tortoise-vs-a_bowhead_whale,c,young_old,0.15,0.2,relative_open_age,bierwisch_kennedy_age_v1_3_c,200,150,comparison_class_explicit,30 years,gradable_scalar,years,30
