a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
tiny,"If the normal body length for a domestic cat is 46 centimeters, then 15 centimeters would best be called",large,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",a domestic cat,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0015-a_domestic_cat-vs-a_house_mouse,size-v1_3b-p0015-a_house_mouse-vs-a_domestic_cat,b,tiny_huge,0.32608695652173914,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"If the normal body length for a labrador dog is 60 centimeters, then 15 centimeters would best be called",large,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0015-a_labrador_dog-vs-a_house_mouse,size-v1_3b-p0015-a_house_mouse-vs-a_labrador_dog,b,tiny_huge,0.25,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,60,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"If the normal body length for an adult human is 170 centimeters, then 15 centimeters would best be called",large,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0015-an_adult_human-vs-a_house_mouse,size-v1_3b-p0015-a_house_mouse-vs-an_adult_human,b,tiny_huge,0.08823529411764706,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"If the normal body length for an african elephant is 350 centimeters, then 15 centimeters would best be called",large,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0015-an_african_elephant-vs-a_house_mouse,size-v1_3b-p0015-a_house_mouse-vs-an_african_elephant,b,tiny_huge,0.04285714285714286,1.6666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,350,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
small,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-a_domestic_cat-vs-an_ant,size-v1_3b-p0025-an_ant-vs-a_domestic_cat,b,tiny_huge,0.5434782608695652,25.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for a labrador dog is 60 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",a labrador dog,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-a_labrador_dog-vs-an_ant,size-v1_3b-p0025-an_ant-vs-a_labrador_dog,b,tiny_huge,0.4166666666666667,25.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,60,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for an adult human is 170 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-an_adult_human-vs-an_ant,size-v1_3b-p0025-an_ant-vs-an_adult_human,b,tiny_huge,0.14705882352941177,25.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",tiny,"If the normal body length for an african elephant is 350 centimeters, then 25 centimeters would best be called",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0025-an_ant-vs-an_african_elephant,size-v1_3b-p0025-an_ant-vs-an_african_elephant,b,tiny_huge,25.0,0.07142857142857142,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"If the normal body length for a house mouse is 9 centimeters, then 25 centimeters would best be called",small,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",a house mouse,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0025-a_house_mouse-vs-a_domestic_cat,size-v1_3b-p0025-a_house_mouse-vs-a_domestic_cat,b,tiny_huge,2.7777777777777777,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_3_b,9,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for a labrador dog is 60 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 25 centimeters would best be called",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-a_labrador_dog-vs-a_house_mouse,size-v1_3b-p0025-a_house_mouse-vs-a_labrador_dog,b,tiny_huge,0.4166666666666667,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_b,60,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for an adult human is 170 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 25 centimeters would best be called",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-an_adult_human-vs-a_house_mouse,size-v1_3b-p0025-a_house_mouse-vs-an_adult_human,b,tiny_huge,0.14705882352941177,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for an african elephant is 350 centimeters, then 25 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 25 centimeters would best be called",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-an_african_elephant-vs-a_house_mouse,size-v1_3b-p0025-a_house_mouse-vs-an_african_elephant,b,tiny_huge,0.07142857142857142,2.7777777777777777,relative_open_size,bierwisch_kennedy_size_v1_3_b,350,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"If the normal body length for a labrador dog is 60 centimeters, then 25 centimeters would best be called",small,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",a labrador dog,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0025-a_labrador_dog-vs-a_domestic_cat,size-v1_3b-p0025-a_domestic_cat-vs-a_labrador_dog,b,tiny_huge,0.4166666666666667,0.5434782608695652,relative_open_size,bierwisch_kennedy_size_v1_3_b,60,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",tiny,"If the normal body length for an adult human is 170 centimeters, then 25 centimeters would best be called",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0025-a_domestic_cat-vs-an_adult_human,size-v1_3b-p0025-a_domestic_cat-vs-an_adult_human,b,tiny_huge,0.5434782608695652,0.14705882352941177,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",tiny,"If the normal body length for an african elephant is 350 centimeters, then 25 centimeters would best be called",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0025-a_domestic_cat-vs-an_african_elephant,size-v1_3b-p0025-a_domestic_cat-vs-an_african_elephant,b,tiny_huge,0.5434782608695652,0.07142857142857142,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"If the normal body length for an ant is 1 centimeters, then 40 centimeters would best be called",small,"If the normal body length for a labrador dog is 60 centimeters, then 40 centimeters would best be called",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0040-an_ant-vs-a_labrador_dog,size-v1_3b-p0040-an_ant-vs-a_labrador_dog,b,tiny_huge,40.0,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"If the normal body length for an adult human is 170 centimeters, then 40 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 40 centimeters would best be called",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0040-an_adult_human-vs-an_ant,size-v1_3b-p0040-an_ant-vs-an_adult_human,b,tiny_huge,0.23529411764705882,40.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"If the normal body length for an ant is 1 centimeters, then 40 centimeters would best be called",tiny,"If the normal body length for an african elephant is 350 centimeters, then 40 centimeters would best be called",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0040-an_ant-vs-an_african_elephant,size-v1_3b-p0040-an_ant-vs-an_african_elephant,b,tiny_huge,40.0,0.11428571428571428,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
small,"If the normal body length for a labrador dog is 60 centimeters, then 40 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 40 centimeters would best be called",a labrador dog,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0040-a_labrador_dog-vs-a_house_mouse,size-v1_3b-p0040-a_house_mouse-vs-a_labrador_dog,b,tiny_huge,0.6666666666666666,4.444444444444445,relative_open_size,bierwisch_kennedy_size_v1_3_b,60,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"If the normal body length for an adult human is 170 centimeters, then 40 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 40 centimeters would best be called",an adult human,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0040-an_adult_human-vs-a_house_mouse,size-v1_3b-p0040-a_house_mouse-vs-an_adult_human,b,tiny_huge,0.23529411764705882,4.444444444444445,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"If the normal body length for a house mouse is 9 centimeters, then 40 centimeters would best be called",tiny,"If the normal body length for an african elephant is 350 centimeters, then 40 centimeters would best be called",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0040-a_house_mouse-vs-an_african_elephant,size-v1_3b-p0040-a_house_mouse-vs-an_african_elephant,b,tiny_huge,4.444444444444445,0.11428571428571428,relative_open_size,bierwisch_kennedy_size_v1_3_b,9,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"If the normal body length for an adult human is 170 centimeters, then 40 centimeters would best be called",small,"If the normal body length for a labrador dog is 60 centimeters, then 40 centimeters would best be called",an adult human,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0040-an_adult_human-vs-a_labrador_dog,size-v1_3b-p0040-a_labrador_dog-vs-an_adult_human,b,tiny_huge,0.23529411764705882,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"If the normal body length for an african elephant is 350 centimeters, then 40 centimeters would best be called",small,"If the normal body length for a labrador dog is 60 centimeters, then 40 centimeters would best be called",an african elephant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0040-an_african_elephant-vs-a_labrador_dog,size-v1_3b-p0040-a_labrador_dog-vs-an_african_elephant,b,tiny_huge,0.11428571428571428,0.6666666666666666,relative_open_size,bierwisch_kennedy_size_v1_3_b,350,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"If the normal body length for an ant is 1 centimeters, then 60 centimeters would best be called",large,"If the normal body length for a domestic cat is 46 centimeters, then 60 centimeters would best be called",an ant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0060-an_ant-vs-a_domestic_cat,size-v1_3b-p0060-an_ant-vs-a_domestic_cat,b,tiny_huge,60.0,1.3043478260869565,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"If the normal body length for an adult human is 170 centimeters, then 60 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 60 centimeters would best be called",an adult human,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0060-an_adult_human-vs-an_ant,size-v1_3b-p0060-an_ant-vs-an_adult_human,b,tiny_huge,0.35294117647058826,60.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,170,1,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"If the normal body length for an ant is 1 centimeters, then 60 centimeters would best be called",tiny,"If the normal body length for an african elephant is 350 centimeters, then 60 centimeters would best be called",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0060-an_ant-vs-an_african_elephant,size-v1_3b-p0060-an_ant-vs-an_african_elephant,b,tiny_huge,60.0,0.17142857142857143,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"If the normal body length for a domestic cat is 46 centimeters, then 60 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 60 centimeters would best be called",a domestic cat,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0060-a_domestic_cat-vs-a_house_mouse,size-v1_3b-p0060-a_house_mouse-vs-a_domestic_cat,b,tiny_huge,1.3043478260869565,6.666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"If the normal body length for a house mouse is 9 centimeters, then 60 centimeters would best be called",tiny,"If the normal body length for an adult human is 170 centimeters, then 60 centimeters would best be called",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0060-a_house_mouse-vs-an_adult_human,size-v1_3b-p0060-a_house_mouse-vs-an_adult_human,b,tiny_huge,6.666666666666667,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_3_b,9,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"If the normal body length for an african elephant is 350 centimeters, then 60 centimeters would best be called",huge,"If the normal body length for a house mouse is 9 centimeters, then 60 centimeters would best be called",an african elephant,a house mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0060-an_african_elephant-vs-a_house_mouse,size-v1_3b-p0060-a_house_mouse-vs-an_african_elephant,b,tiny_huge,0.17142857142857143,6.666666666666667,relative_open_size,bierwisch_kennedy_size_v1_3_b,350,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"If the normal body length for a domestic cat is 46 centimeters, then 60 centimeters would best be called",tiny,"If the normal body length for an adult human is 170 centimeters, then 60 centimeters would best be called",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0060-a_domestic_cat-vs-an_adult_human,size-v1_3b-p0060-a_domestic_cat-vs-an_adult_human,b,tiny_huge,1.3043478260869565,0.35294117647058826,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"If the normal body length for an african elephant is 350 centimeters, then 60 centimeters would best be called",large,"If the normal body length for a domestic cat is 46 centimeters, then 60 centimeters would best be called",an african elephant,a domestic cat,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0060-an_african_elephant-vs-a_domestic_cat,size-v1_3b-p0060-a_domestic_cat-vs-an_african_elephant,b,tiny_huge,0.17142857142857143,1.3043478260869565,relative_open_size,bierwisch_kennedy_size_v1_3_b,350,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"If the normal body length for a domestic cat is 46 centimeters, then 90 centimeters would best be called",huge,"If the normal body length for an ant is 1 centimeters, then 90 centimeters would best be called",a domestic cat,an ant,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,True,size-v1_3b-p0090-a_domestic_cat-vs-an_ant,size-v1_3b-p0090-an_ant-vs-a_domestic_cat,b,tiny_huge,1.9565217391304348,90.0,relative_open_size,bierwisch_kennedy_size_v1_3_b,46,1,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"If the normal body length for an ant is 1 centimeters, then 90 centimeters would best be called",large,"If the normal body length for a labrador dog is 60 centimeters, then 90 centimeters would best be called",an ant,a labrador dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0090-an_ant-vs-a_labrador_dog,size-v1_3b-p0090-an_ant-vs-a_labrador_dog,b,tiny_huge,90.0,1.5,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"If the normal body length for an ant is 1 centimeters, then 90 centimeters would best be called",small,"If the normal body length for an adult human is 170 centimeters, then 90 centimeters would best be called",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,False,False,False,size-v1_3b-p0090-an_ant-vs-an_adult_human,size-v1_3b-p0090-an_ant-vs-an_adult_human,b,tiny_huge,90.0,0.5294117647058824,relative_open_size,bierwisch_kennedy_size_v1_3_b,1,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
