a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,has_semantic_scaffold,is_artificial_norm,is_borderline,is_counter_natural,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 15 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 15 centimeters feels",Type A dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,2.70805020110221,-1.120591195386885,False,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_C_dax_rods,tiny_huge,15.0,0.32608695652173914,15,0.326087,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,46,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 15 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 15 centimeters feels",Type D dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.3862943611198906,2.70805020110221,True,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_D_dax_rods,tiny_huge,0.25,15.0,0.25,15,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 15 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 15 centimeters feels",Type E dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-2.4277482359480516,2.70805020110221,True,size-v2-fictional_semantic-p0015-Type_E_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_E_dax_rods,tiny_huge,0.08823529411764706,15.0,0.0882353,15,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 15 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 15 centimeters feels",Type F dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-3.1498829533812494,2.70805020110221,True,size-v2-fictional_semantic-p0015-Type_F_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0015-Type_A_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.04285714285714286,15.0,0.0428571,15,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 15 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 15 centimeters feels",Type C dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.120591195386885,0.5108256237659907,True,size-v2-fictional_semantic-p0015-Type_C_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_C_dax_rods,tiny_huge,0.32608695652173914,1.6666666666666667,0.326087,1.66667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 15 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 15 centimeters feels",Type D dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.3862943611198906,0.5108256237659907,True,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_D_dax_rods,tiny_huge,0.25,1.6666666666666667,0.25,1.66667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 15 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 15 centimeters feels",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.5108256237659907,-2.4277482359480516,False,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_E_dax_rods,tiny_huge,1.6666666666666667,0.08823529411764706,1.66667,0.0882353,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 15 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 15 centimeters feels",Type F dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-3.1498829533812494,0.5108256237659907,True,size-v2-fictional_semantic-p0015-Type_F_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.04285714285714286,1.6666666666666667,0.0428571,1.66667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 25 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 25 centimeters feels",Type A dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,3.2188758248682006,-0.6097655716208943,False,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_C_dax_rods,tiny_huge,25.0,0.5434782608695652,25,0.543478,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 25 centimeters feels",Type D dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-0.8754687373538999,3.2188758248682006,True,size-v2-fictional_semantic-p0025-Type_D_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_D_dax_rods,tiny_huge,0.4166666666666667,25.0,0.416667,25,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 25 centimeters feels",Type E dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.916922612182061,3.2188758248682006,True,size-v2-fictional_semantic-p0025-Type_E_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_E_dax_rods,tiny_huge,0.14705882352941177,25.0,0.147059,25,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 25 centimeters feels",Type F dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-2.639057329615259,3.2188758248682006,True,size-v2-fictional_semantic-p0025-Type_F_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0025-Type_A_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.07142857142857142,25.0,0.0714286,25,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 25 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 25 centimeters feels",Type B dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,1.0216512475319812,-0.6097655716208943,False,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_C_dax_rods,tiny_huge,2.7777777777777777,0.5434782608695652,2.77778,0.543478,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 25 centimeters feels",Type D dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-0.8754687373538999,1.0216512475319812,True,size-v2-fictional_semantic-p0025-Type_D_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_D_dax_rods,tiny_huge,0.4166666666666667,2.7777777777777777,0.416667,2.77778,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 25 centimeters feels",Type E dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.916922612182061,1.0216512475319812,True,size-v2-fictional_semantic-p0025-Type_E_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_E_dax_rods,tiny_huge,0.14705882352941177,2.7777777777777777,0.147059,2.77778,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 25 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 25 centimeters feels",Type F dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-2.639057329615259,1.0216512475319812,True,size-v2-fictional_semantic-p0025-Type_F_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0025-Type_B_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.07142857142857142,2.7777777777777777,0.0714286,2.77778,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 25 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 25 centimeters feels",Type C dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-0.6097655716208943,-0.8754687373538999,False,size-v2-fictional_semantic-p0025-Type_C_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-p0025-Type_C_dax_rods-vs-Type_D_dax_rods,tiny_huge,0.5434782608695652,0.4166666666666667,0.543478,0.416667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 25 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 25 centimeters feels",Type E dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.916922612182061,-0.6097655716208943,True,size-v2-fictional_semantic-p0025-Type_E_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0025-Type_C_dax_rods-vs-Type_E_dax_rods,tiny_huge,0.14705882352941177,0.5434782608695652,0.147059,0.543478,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
