a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
cool,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",room air,freezer air,standard_explicit,-16,23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p005-room_air-vs-freezer_air,temp-v1_3b-p005-freezer_air-vs-room_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,-18,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",cold,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 5 degrees Celsius would best be called",freezer air,swimming-pool water,standard_explicit,23,-22,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p005-freezer_air-vs-swimming_pool_water,temp-v1_3b-p005-freezer_air-vs-swimming_pool_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,27,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",cold,"If the normal temperature for bath water is 38 degrees Celsius, then 5 degrees Celsius would best be called",freezer air,bath water,standard_explicit,23,-33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p005-freezer_air-vs-bath_water,temp-v1_3b-p005-freezer_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 5 degrees Celsius would best be called",freezer air,freshly served tea,standard_explicit,23,-75,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p005-freezer_air-vs-freshly_served_tea,temp-v1_3b-p005-freezer_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,80,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 5 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 5 degrees Celsius would best be called",heated oven air,freezer air,standard_explicit,-175,23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p005-heated_oven_air-vs-freezer_air,temp-v1_3b-p005-freezer_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,-18,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 5 degrees Celsius would best be called",cool,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",swimming-pool water,room air,standard_explicit,-22,-16,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p005-swimming_pool_water-vs-room_air,temp-v1_3b-p005-room_air-vs-swimming_pool_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,27,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cool,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",cold,"If the normal temperature for bath water is 38 degrees Celsius, then 5 degrees Celsius would best be called",room air,bath water,standard_explicit,-16,-33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p005-room_air-vs-bath_water,temp-v1_3b-p005-room_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,38,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 5 degrees Celsius would best be called",cool,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",freshly served tea,room air,standard_explicit,-75,-16,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p005-freshly_served_tea-vs-room_air,temp-v1_3b-p005-room_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,21,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cool,"If the normal temperature for room air is 21 degrees Celsius, then 5 degrees Celsius would best be called",cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 5 degrees Celsius would best be called",room air,heated oven air,standard_explicit,-16,-175,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p005-room_air-vs-heated_oven_air,temp-v1_3b-p005-room_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,180,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
cool,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",room air,freezer air,standard_explicit,-6,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-room_air-vs-freezer_air,temp-v1_3b-p015-freezer_air-vs-room_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",swimming-pool water,freezer air,standard_explicit,-12,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-swimming_pool_water-vs-freezer_air,temp-v1_3b-p015-freezer_air-vs-swimming_pool_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,27,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",bath water,freezer air,standard_explicit,-23,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-bath_water-vs-freezer_air,temp-v1_3b-p015-freezer_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,38,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",freezer air,freshly served tea,standard_explicit,33,-65,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",heated oven air,freezer air,standard_explicit,-165,33,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-heated_oven_air-vs-freezer_air,temp-v1_3b-p015-freezer_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,-18,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",cold,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",room air,bath water,standard_explicit,-6,-23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p015-room_air-vs-bath_water,temp-v1_3b-p015-room_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",room air,freshly served tea,standard_explicit,-6,-65,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p015-room_air-vs-freshly_served_tea,temp-v1_3b-p015-room_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,80,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",cool,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",heated oven air,room air,standard_explicit,-165,-6,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-heated_oven_air-vs-room_air,temp-v1_3b-p015-room_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,21,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",cold,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",swimming-pool water,bath water,standard_explicit,-12,-23,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,27,38,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",cool,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",freshly served tea,swimming-pool water,standard_explicit,-65,-12,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p015-freshly_served_tea-vs-swimming_pool_water,temp-v1_3b-p015-swimming_pool_water-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,27,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
cool,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",swimming-pool water,heated oven air,standard_explicit,-12,-165,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,27,180,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
warm,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",room air,freezer air,standard_explicit,4,43,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p025-room_air-vs-freezer_air,temp-v1_3b-p025-freezer_air-vs-room_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,-18,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",cool,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",freezer air,bath water,standard_explicit,43,-13,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p025-freezer_air-vs-bath_water,temp-v1_3b-p025-freezer_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,38,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",freshly served tea,freezer air,standard_explicit,-55,43,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p025-freshly_served_tea-vs-freezer_air,temp-v1_3b-p025-freezer_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,-18,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",heated oven air,freezer air,standard_explicit,-155,43,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p025-heated_oven_air-vs-freezer_air,temp-v1_3b-p025-freezer_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,-18,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
warm,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",cool,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",room air,bath water,standard_explicit,4,-13,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p025-room_air-vs-bath_water,temp-v1_3b-p025-room_air-vs-bath_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,38,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
warm,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",room air,freshly served tea,standard_explicit,4,-55,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p025-room_air-vs-freshly_served_tea,temp-v1_3b-p025-room_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,80,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",warm,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",heated oven air,room air,standard_explicit,-155,4,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p025-heated_oven_air-vs-room_air,temp-v1_3b-p025-room_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,21,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
cool,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",bath water,freshly served tea,standard_explicit,-13,-55,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p025-bath_water-vs-freshly_served_tea,temp-v1_3b-p025-bath_water-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,38,80,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",cool,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",heated oven air,bath water,standard_explicit,-155,-13,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p025-heated_oven_air-vs-bath_water,temp-v1_3b-p025-bath_water-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,38,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",warm,"If the normal temperature for room air is 21 degrees Celsius, then 35 degrees Celsius would best be called",freezer air,room air,standard_explicit,53,14,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p035-freezer_air-vs-room_air,temp-v1_3b-p035-freezer_air-vs-room_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",warm,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 35 degrees Celsius would best be called",freezer air,swimming-pool water,standard_explicit,53,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p035-freezer_air-vs-swimming_pool_water,temp-v1_3b-p035-freezer_air-vs-swimming_pool_water,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,-18,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 35 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",freshly served tea,freezer air,standard_explicit,-45,53,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p035-freshly_served_tea-vs-freezer_air,temp-v1_3b-p035-freezer_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,-18,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 35 degrees Celsius would best be called",hot,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",heated oven air,freezer air,standard_explicit,-145,53,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p035-heated_oven_air-vs-freezer_air,temp-v1_3b-p035-freezer_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,180,-18,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 35 degrees Celsius would best be called",warm,"If the normal temperature for room air is 21 degrees Celsius, then 35 degrees Celsius would best be called",freshly served tea,room air,standard_explicit,-45,14,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p035-freshly_served_tea-vs-room_air,temp-v1_3b-p035-room_air-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
warm,"If the normal temperature for room air is 21 degrees Celsius, then 35 degrees Celsius would best be called",cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 35 degrees Celsius would best be called",room air,heated oven air,standard_explicit,14,-145,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p035-room_air-vs-heated_oven_air,temp-v1_3b-p035-room_air-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,21,180,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 35 degrees Celsius would best be called",warm,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 35 degrees Celsius would best be called",freshly served tea,swimming-pool water,standard_explicit,-45,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3b-p035-freshly_served_tea-vs-swimming_pool_water,temp-v1_3b-p035-swimming_pool_water-vs-freshly_served_tea,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,80,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
warm,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 35 degrees Celsius would best be called",cold,"If the normal temperature for heated oven air is 180 degrees Celsius, then 35 degrees Celsius would best be called",swimming-pool water,heated oven air,standard_explicit,8,-145,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3b-p035-swimming_pool_water-vs-heated_oven_air,temp-v1_3b-p035-swimming_pool_water-vs-heated_oven_air,b,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_b,27,180,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
