comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0876787131866663,cold,0.0,False,False,-6.74015998840332,-8.17038631439209,-5.929532051086426,-7.524969100952148,-0.8106279373168945,2.002551525012599,temp-v1_3a-m010-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.2534994638043046,0.060650955031517594,0.5702014076527258,0.11564817351145203,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of -10 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2025678472276984,cold,0.0,False,False,-6.172992706298828,-8.292487144470215,-6.781440734863281,-6.209144592285156,0.036151885986328125,1.4005215363277193,temp-v1_3a-m010-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.38040446732217553,0.04568365778205758,0.20701412875412786,0.36689774614163917,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of -10 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2685213141740044,warm,2.0,False,False,-7.102014541625977,-8.212336540222168,-7.847836494445801,-6.933689117431641,0.16832542419433594,1.3789638878459471,temp-v1_3a-m010-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.3347707562514625,0.11029118330411172,0.1587965836529839,0.3961414767914419,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of -10 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2504766865216639,hot,3.0,False,False,-7.155824184417725,-8.691214561462402,-7.7298970222473145,-7.083034992218018,-0.6468620300292969,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-room_air,warm,2.0,warm_cold,0.3503728753060561,0.07546036627081032,0.19733940366922606,0.37682735475390755,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.143652972365908,cool,1.0,False,False,-7.373654842376709,-8.250846862792969,-6.332481861114502,-6.093637943267822,-2.1572089195251465,2.053101132163992,temp-v1_3a-p005-freezer_air-vs-room_air,warm,2.0,warm_cold,0.12746668207023612,0.05301967085688548,0.3610541671613494,0.4584594799115291,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2504766865216639,hot,3.0,False,False,-7.155824184417725,-8.691214561462402,-7.7298970222473145,-7.083034992218018,-0.6468620300292969,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.3503728753060561,0.07546036627081032,0.19733940366922606,0.37682735475390755,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1711693840771495,cold,0.0,False,False,-7.400501728057861,-8.974165916442871,-6.632095813751221,-6.681275844573975,-0.7684059143066406,1.9905919780867132,temp-v1_3a-p005-freezer_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.18462263796068115,0.03826936699011195,0.3981066209981874,0.3790013740510195,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2504766865216639,hot,3.0,False,False,-7.155824184417725,-8.691214561462402,-7.7298970222473145,-7.083034992218018,-0.6468620300292969,1.4211332867863036,temp-v1_3a-p005-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.3503728753060561,0.07546036627081032,0.19733940366922606,0.37682735475390755,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.149538482657645,cold,0.0,False,False,-7.928927421569824,-8.777741432189941,-6.971085548400879,-6.6500749588012695,-1.2788524627685547,2.023358547608831,temp-v1_3a-p005-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.13112169262772286,0.056109875602390016,0.341711808466667,0.4710566233032201,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9929422077971126,cold,0.0,False,False,-7.613186836242676,-8.513981819152832,-5.89647102355957,-7.110970497131348,-1.7167158126831055,2.366380118137302,temp-v1_3a-p005-freshly_served_tea-vs-freezer_air,hot,3.0,warm_cold,0.1159441269814422,0.047101904158828145,0.6453702762590146,0.19158369260071512,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2504766865216639,hot,3.0,False,False,-7.155824184417725,-8.691214561462402,-7.7298970222473145,-7.083034992218018,-0.6468620300292969,1.4211332867863036,temp-v1_3a-p005-freshly_served_tea-vs-freezer_air,warm,2.0,warm_cold,0.3503728753060561,0.07546036627081032,0.19733940366922606,0.37682735475390755,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.155807523827829,cold,0.0,False,False,-6.430875301361084,-8.678583145141602,-6.388817310333252,-5.851278781890869,-0.5795965194702148,1.7298654380728395,temp-v1_3a-p005-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.25419976158018076,0.02685394069036663,0.26511890192356774,0.4538273958058848,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2504766865216639,hot,3.0,False,False,-7.155824184417725,-8.691214561462402,-7.7298970222473145,-7.083034992218018,-0.6468620300292969,1.4211332867863036,temp-v1_3a-p005-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.3503728753060561,0.07546036627081032,0.19733940366922606,0.37682735475390755,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1711693840771495,cold,0.0,False,False,-7.400501728057861,-8.974165916442871,-6.632095813751221,-6.681275844573975,-0.7684059143066406,1.9905919780867132,temp-v1_3a-p005-swimming_pool_water-vs-room_air,hot,3.0,warm_cold,0.18462263796068115,0.03826936699011195,0.3981066209981874,0.3790013740510195,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.143652972365908,cool,1.0,False,False,-7.373654842376709,-8.250846862792969,-6.332481861114502,-6.093637943267822,-2.1572089195251465,2.053101132163992,temp-v1_3a-p005-swimming_pool_water-vs-room_air,warm,2.0,warm_cold,0.12746668207023612,0.05301967085688548,0.3610541671613494,0.4584594799115291,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.143652972365908,cool,1.0,False,False,-7.373654842376709,-8.250846862792969,-6.332481861114502,-6.093637943267822,-2.1572089195251465,2.053101132163992,temp-v1_3a-p005-room_air-vs-bath_water,warm,2.0,warm_cold,0.12746668207023612,0.05301967085688548,0.3610541671613494,0.4584594799115291,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.149538482657645,cold,0.0,False,False,-7.928927421569824,-8.777741432189941,-6.971085548400879,-6.6500749588012695,-1.2788524627685547,2.023358547608831,temp-v1_3a-p005-room_air-vs-bath_water,warm,2.0,warm_cold,0.13112169262772286,0.056109875602390016,0.341711808466667,0.4710566233032201,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.143652972365908,cool,1.0,False,False,-7.373654842376709,-8.250846862792969,-6.332481861114502,-6.093637943267822,-2.1572089195251465,2.053101132163992,temp-v1_3a-p005-room_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.12746668207023612,0.05301967085688548,0.3610541671613494,0.4584594799115291,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9929422077971126,cold,0.0,False,False,-7.613186836242676,-8.513981819152832,-5.89647102355957,-7.110970497131348,-1.7167158126831055,2.366380118137302,temp-v1_3a-p005-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.1159441269814422,0.047101904158828145,0.6453702762590146,0.19158369260071512,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.155807523827829,cold,0.0,False,False,-6.430875301361084,-8.678583145141602,-6.388817310333252,-5.851278781890869,-0.5795965194702148,1.7298654380728395,temp-v1_3a-p005-heated_oven_air-vs-room_air,warm,2.0,warm_cold,0.25419976158018076,0.02685394069036663,0.26511890192356774,0.4538273958058848,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.143652972365908,cool,1.0,False,False,-7.373654842376709,-8.250846862792969,-6.332481861114502,-6.093637943267822,-2.1572089195251465,2.053101132163992,temp-v1_3a-p005-heated_oven_air-vs-room_air,warm,2.0,warm_cold,0.12746668207023612,0.05301967085688548,0.3610541671613494,0.4584594799115291,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 5 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.218631181611587,hot,3.0,False,False,-7.284409999847412,-8.760948181152344,-7.866149425506592,-6.944504261016846,-0.9216451644897461,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-room_air,warm,2.0,warm_cold,0.3132667624280279,0.0715586163107205,0.17509272277389626,0.4400818984873554,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1833903241664578,cool,1.0,False,False,-6.969974994659424,-8.508252143859863,-6.600193500518799,-6.186068058013916,-2.3221840858459473,1.841858233751149,temp-v1_3a-p015-freezer_air-vs-room_air,warm,2.0,warm_cold,0.20609289373069267,0.04425860688369362,0.2983026280962279,0.45134587128938575,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
