a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",young,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 6 years feels",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0006-a_domestic_mouse-vs-a_human,age-v1_2-p0006-a_domestic_mouse-vs-a_human,young_old,3.0,0.075,relative_open_age,bierwisch_kennedy_age_v1_2,2,80,comparison_class_explicit,6 years,gradable_scalar,years,6
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 6 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_2-p0006-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,3.0,0.04,relative_open_age,bierwisch_kennedy_age_v1_2,2,150,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 6 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 6 years feels",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0006-a_bowhead_whale-vs-a_domestic_mouse,age-v1_2-p0006-a_domestic_mouse-vs-a_bowhead_whale,young_old,0.03,3.0,relative_open_age,bierwisch_kennedy_age_v1_2,200,2,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 6 years feels",youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",a human,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0006-a_human-vs-a_horse,age-v1_2-p0006-a_horse-vs-a_human,young_old,0.075,0.21428571428571427,relative_open_age,bierwisch_kennedy_age_v1_2,80,28,comparison_class_explicit,6 years,gradable_scalar,years,6
youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 6 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0006-a_horse-vs-a_galapagos_tortoise,age-v1_2-p0006-a_horse-vs-a_galapagos_tortoise,young_old,0.21428571428571427,0.04,relative_open_age,bierwisch_kennedy_age_v1_2,28,150,comparison_class_explicit,6 years,gradable_scalar,years,6
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 6 years feels",youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 6 years feels",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0006-a_bowhead_whale-vs-a_horse,age-v1_2-p0006-a_horse-vs-a_bowhead_whale,young_old,0.03,0.21428571428571427,relative_open_age,bierwisch_kennedy_age_v1_2,200,28,comparison_class_explicit,6 years,gradable_scalar,years,6
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",mature,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",a domestic mouse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0010-a_domestic_mouse-vs-a_domestic_dog,age-v1_2-p0010-a_domestic_mouse-vs-a_domestic_dog,young_old,5.0,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_2,2,12,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",a horse,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_horse-vs-a_domestic_mouse,age-v1_2-p0010-a_domestic_mouse-vs-a_horse,young_old,0.35714285714285715,5.0,relative_open_age,bierwisch_kennedy_age_v1_2,28,2,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",young,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 10 years feels",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0010-a_domestic_mouse-vs-a_human,age-v1_2-p0010-a_domestic_mouse-vs-a_human,young_old,5.0,0.125,relative_open_age,bierwisch_kennedy_age_v1_2,2,80,comparison_class_explicit,10 years,gradable_scalar,years,10
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 10 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_2-p0010-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,5.0,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_2,2,150,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 10 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 10 years feels",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_bowhead_whale-vs-a_domestic_mouse,age-v1_2-p0010-a_domestic_mouse-vs-a_bowhead_whale,young_old,0.05,5.0,relative_open_age,bierwisch_kennedy_age_v1_2,200,2,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",mature,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",a horse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_horse-vs-a_domestic_dog,age-v1_2-p0010-a_domestic_dog-vs-a_horse,young_old,0.35714285714285715,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_2,28,12,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 10 years feels",mature,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",a human,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_human-vs-a_domestic_dog,age-v1_2-p0010-a_domestic_dog-vs-a_human,young_old,0.125,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_2,80,12,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 10 years feels",mature,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",a galapagos tortoise,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_galapagos_tortoise-vs-a_domestic_dog,age-v1_2-p0010-a_domestic_dog-vs-a_galapagos_tortoise,young_old,0.06666666666666667,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_2,150,12,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 10 years feels",mature,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 10 years feels",a bowhead whale,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_bowhead_whale-vs-a_domestic_dog,age-v1_2-p0010-a_domestic_dog-vs-a_bowhead_whale,young_old,0.05,0.8333333333333334,relative_open_age,bierwisch_kennedy_age_v1_2,200,12,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",young,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 10 years feels",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0010-a_horse-vs-a_human,age-v1_2-p0010-a_horse-vs-a_human,young_old,0.35714285714285715,0.125,relative_open_age,bierwisch_kennedy_age_v1_2,28,80,comparison_class_explicit,10 years,gradable_scalar,years,10
youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 10 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0010-a_horse-vs-a_galapagos_tortoise,age-v1_2-p0010-a_horse-vs-a_galapagos_tortoise,young_old,0.35714285714285715,0.06666666666666667,relative_open_age,bierwisch_kennedy_age_v1_2,28,150,comparison_class_explicit,10 years,gradable_scalar,years,10
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 10 years feels",youthful,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 10 years feels",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0010-a_bowhead_whale-vs-a_horse,age-v1_2-p0010-a_horse-vs-a_bowhead_whale,young_old,0.05,0.35714285714285715,relative_open_age,bierwisch_kennedy_age_v1_2,200,28,comparison_class_explicit,10 years,gradable_scalar,years,10
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 18 years feels",a horse,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_horse-vs-a_domestic_mouse,age-v1_2-p0018-a_domestic_mouse-vs-a_horse,young_old,0.6428571428571429,9.0,relative_open_age,bierwisch_kennedy_age_v1_2,28,2,comparison_class_explicit,18 years,gradable_scalar,years,18
youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 18 years feels",a human,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_human-vs-a_domestic_mouse,age-v1_2-p0018-a_domestic_mouse-vs-a_human,young_old,0.225,9.0,relative_open_age,bierwisch_kennedy_age_v1_2,80,2,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 18 years feels",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_2-p0018-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,0.12,9.0,relative_open_age,bierwisch_kennedy_age_v1_2,150,2,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 18 years feels",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_bowhead_whale-vs-a_domestic_mouse,age-v1_2-p0018-a_domestic_mouse-vs-a_bowhead_whale,young_old,0.09,9.0,relative_open_age,bierwisch_kennedy_age_v1_2,200,2,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 18 years feels",a horse,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_horse-vs-a_domestic_dog,age-v1_2-p0018-a_domestic_dog-vs-a_horse,young_old,0.6428571428571429,1.5,relative_open_age,bierwisch_kennedy_age_v1_2,28,12,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 18 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0018-a_domestic_dog-vs-a_human,age-v1_2-p0018-a_domestic_dog-vs-a_human,young_old,1.5,0.225,relative_open_age,bierwisch_kennedy_age_v1_2,12,80,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 18 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0018-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_2-p0018-a_domestic_dog-vs-a_galapagos_tortoise,young_old,1.5,0.12,relative_open_age,bierwisch_kennedy_age_v1_2,12,150,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 18 years feels",a bowhead whale,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_bowhead_whale-vs-a_domestic_dog,age-v1_2-p0018-a_domestic_dog-vs-a_bowhead_whale,young_old,0.09,1.5,relative_open_age,bierwisch_kennedy_age_v1_2,200,12,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0018-a_horse-vs-a_human,age-v1_2-p0018-a_horse-vs-a_human,young_old,0.6428571428571429,0.225,relative_open_age,bierwisch_kennedy_age_v1_2,28,80,comparison_class_explicit,18 years,gradable_scalar,years,18
mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0018-a_horse-vs-a_galapagos_tortoise,age-v1_2-p0018-a_horse-vs-a_galapagos_tortoise,young_old,0.6428571428571429,0.12,relative_open_age,bierwisch_kennedy_age_v1_2,28,150,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",mature,"The normal lifespan for a horse is 28 years. Compared only to that 28-year baseline for a horse, an individual aged 18 years feels",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_bowhead_whale-vs-a_horse,age-v1_2-p0018-a_horse-vs-a_bowhead_whale,young_old,0.09,0.6428571428571429,relative_open_age,bierwisch_kennedy_age_v1_2,200,28,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 18 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",a galapagos tortoise,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_galapagos_tortoise-vs-a_human,age-v1_2-p0018-a_human-vs-a_galapagos_tortoise,young_old,0.12,0.225,relative_open_age,bierwisch_kennedy_age_v1_2,150,80,comparison_class_explicit,18 years,gradable_scalar,years,18
young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 18 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 18 years feels",a bowhead whale,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0018-a_bowhead_whale-vs-a_human,age-v1_2-p0018-a_human-vs-a_bowhead_whale,young_old,0.09,0.225,relative_open_age,bierwisch_kennedy_age_v1_2,200,80,comparison_class_explicit,18 years,gradable_scalar,years,18
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0030-a_domestic_mouse-vs-a_human,age-v1_2-p0030-a_domestic_mouse-vs-a_human,young_old,15.0,0.375,relative_open_age,bierwisch_kennedy_age_v1_2,2,80,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",a domestic mouse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,age-v1_2-p0030-a_domestic_mouse-vs-a_galapagos_tortoise,young_old,15.0,0.2,relative_open_age,bierwisch_kennedy_age_v1_2,2,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic mouse is 2 years. Compared only to that 2-year baseline for a domestic mouse, an individual aged 30 years feels",young,"The normal lifespan for a bowhead whale is 200 years. Compared only to that 200-year baseline for a bowhead whale, an individual aged 30 years feels",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0030-a_domestic_mouse-vs-a_bowhead_whale,age-v1_2-p0030-a_domestic_mouse-vs-a_bowhead_whale,young_old,15.0,0.15,relative_open_age,bierwisch_kennedy_age_v1_2,2,200,comparison_class_explicit,30 years,gradable_scalar,years,30
youthful,"The normal lifespan for a human is 80 years. Compared only to that 80-year baseline for a human, an individual aged 30 years feels",old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 30 years feels",a human,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,True,age-v1_2-p0030-a_human-vs-a_domestic_dog,age-v1_2-p0030-a_domestic_dog-vs-a_human,young_old,0.375,2.5,relative_open_age,bierwisch_kennedy_age_v1_2,80,12,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"The normal lifespan for a domestic dog is 12 years. Compared only to that 12-year baseline for a domestic dog, an individual aged 30 years feels",youthful,"The normal lifespan for a galapagos tortoise is 150 years. Compared only to that 150-year baseline for a galapagos tortoise, an individual aged 30 years feels",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation,age,False,False,False,age-v1_2-p0030-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_2-p0030-a_domestic_dog-vs-a_galapagos_tortoise,young_old,2.5,0.2,relative_open_age,bierwisch_kennedy_age_v1_2,12,150,comparison_class_explicit,30 years,gradable_scalar,years,30
