comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_huge,logscore_large,logscore_small,logscore_tiny,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_huge,prob_large,prob_small,prob_tiny,prompt,scale_type,side,source,standard_type,target,type,unit,value
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.5629261699305828,tiny,0.0,False,False,-16.047443389892578,-12.023452758789062,-10.567608833312988,-14.80575942993164,-4.238150596618652,1.181425023560083,size-v1_3a-p0008-an_adult_human-vs-an_ant,small,1.0,tiny_huge,0.0033311980399938403,0.186293361235053,0.7988447069699955,0.01153073375495768,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 8 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6470031824163422,huge,3.0,False,False,-16.65860939025879,-13.75994873046875,-12.16269588470459,-15.169240951538086,-4.495913505554199,1.1387878774391642,size-v1_3a-p0008-an_adult_human-vs-an_ant,small,1.0,tiny_huge,0.008831258701314074,0.1602857584443911,0.79172258444644,0.03916039840785496,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 8 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6470031824163422,huge,3.0,False,False,-16.65860939025879,-13.75994873046875,-12.16269588470459,-15.169240951538086,-4.495913505554199,1.1387878774391642,size-v1_3a-p0008-an_ant-vs-an_african_elephant,small,1.0,tiny_huge,0.008831258701314074,0.1602857584443911,0.79172258444644,0.03916039840785496,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 8 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.5126100468541382,tiny,0.0,False,False,-16.002105712890625,-12.597969055175781,-10.69176197052002,-14.280156135559082,-3.5883941650390625,1.110800879044506,size-v1_3a-p0008-an_ant-vs-an_african_elephant,small,1.0,tiny_huge,0.004182288713157523,0.12583799094137502,0.8465780310222835,0.023401689323184,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 8 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.730959427356007,huge,3.0,False,False,-17.2029972076416,-13.836285591125488,-12.574499130249023,-15.328207969665527,-4.628498077392578,1.1761712429356697,size-v1_3a-p0015-an_ant-vs-a_house_mouse,small,1.0,tiny_huge,0.007201356894012322,0.20871737879704647,0.7371324146595397,0.04694884964940151,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a house mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.743962719739311,large,2.0,False,False,-14.617813110351562,-9.620304107666016,-9.671623229980469,-14.132580757141113,0.051319122314453125,1.509495445429672,size-v1_3a-p0015-an_ant-vs-a_house_mouse,large,2.0,tiny_huge,0.003432809649855526,0.5082066054054161,0.48278380566927315,0.005576779275455312,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a domestic cat,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.730959427356007,huge,3.0,False,False,-17.2029972076416,-13.836285591125488,-12.574499130249023,-15.328207969665527,-4.628498077392578,1.1761712429356697,size-v1_3a-p0015-an_ant-vs-a_domestic_cat,small,1.0,tiny_huge,0.007201356894012322,0.20871737879704647,0.7371324146595397,0.04694884964940151,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a domestic cat,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.389433735478295,tiny,0.0,False,False,-17.325559616088867,-13.164259910583496,-10.922537803649902,-15.205093383789062,-4.28255558013916,1.0853862337177864,size-v1_3a-p0015-an_ant-vs-a_domestic_cat,small,1.0,tiny_huge,0.0014767638777099929,0.09474156631509294,0.8914728094544705,0.012308860352726648,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.34594881241652853,tiny,0.0,False,False,-15.82167911529541,-12.166409492492676,-9.611164093017578,-13.71730899810791,-4.106144905090332,1.0594975819475452,size-v1_3a-p0015-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.001832046990208928,0.07085981852534629,0.9122818039262257,0.015026330558219069,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.730959427356007,huge,3.0,False,False,-17.2029972076416,-13.836285591125488,-12.574499130249023,-15.328207969665527,-4.628498077392578,1.1761712429356697,size-v1_3a-p0015-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.007201356894012322,0.20871737879704647,0.7371324146595397,0.04694884964940151,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.5030608156258957,tiny,0.0,False,False,-16.414888381958008,-11.863807678222656,-10.190828323364258,-14.528146743774414,-4.337318420410156,1.1484759109778295,size-v1_3a-p0015-an_adult_human-vs-an_ant,small,1.0,tiny_huge,0.0016472267711640687,0.1560495886755102,0.8314350533133166,0.01086813124000898,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.730959427356007,huge,3.0,False,False,-17.2029972076416,-13.836285591125488,-12.574499130249023,-15.328207969665527,-4.628498077392578,1.1761712429356697,size-v1_3a-p0015-an_adult_human-vs-an_ant,small,1.0,tiny_huge,0.007201356894012322,0.20871737879704647,0.7371324146595397,0.04694884964940151,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.42160068570746134,tiny,0.0,False,False,-15.929516792297363,-12.296507835388184,-9.98282527923584,-13.623431205749512,-3.640605926513672,1.0690659146542996,size-v1_3a-p0015-an_african_elephant-vs-an_ant,small,1.0,tiny_huge,0.0023183173836656195,0.08769374847706508,0.8867234655491728,0.02326446859009658,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.730959427356007,huge,3.0,False,False,-17.2029972076416,-13.836285591125488,-12.574499130249023,-15.328207969665527,-4.628498077392578,1.1761712429356697,size-v1_3a-p0015-an_african_elephant-vs-an_ant,small,1.0,tiny_huge,0.007201356894012322,0.20871737879704647,0.7371324146595397,0.04694884964940151,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.389433735478295,tiny,0.0,False,False,-17.325559616088867,-13.164259910583496,-10.922537803649902,-15.205093383789062,-4.28255558013916,1.0853862337177864,size-v1_3a-p0015-a_domestic_cat-vs-a_house_mouse,small,1.0,tiny_huge,0.0014767638777099929,0.09474156631509294,0.8914728094544705,0.012308860352726648,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,a house mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.743962719739311,large,2.0,False,False,-14.617813110351562,-9.620304107666016,-9.671623229980469,-14.132580757141113,0.051319122314453125,1.509495445429672,size-v1_3a-p0015-a_domestic_cat-vs-a_house_mouse,large,2.0,tiny_huge,0.003432809649855526,0.5082066054054161,0.48278380566927315,0.005576779275455312,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a house mouse,a labrador dog,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.743962719739311,large,2.0,False,False,-14.617813110351562,-9.620304107666016,-9.671623229980469,-14.132580757141113,0.051319122314453125,1.509495445429672,size-v1_3a-p0015-a_house_mouse-vs-a_labrador_dog,large,2.0,tiny_huge,0.003432809649855526,0.5082066054054161,0.48278380566927315,0.005576779275455312,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a house mouse,a labrador dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.34594881241652853,tiny,0.0,False,False,-15.82167911529541,-12.166409492492676,-9.611164093017578,-13.71730899810791,-4.106144905090332,1.0594975819475452,size-v1_3a-p0015-a_house_mouse-vs-a_labrador_dog,small,1.0,tiny_huge,0.001832046990208928,0.07085981852534629,0.9122818039262257,0.015026330558219069,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.5030608156258957,tiny,0.0,False,False,-16.414888381958008,-11.863807678222656,-10.190828323364258,-14.528146743774414,-4.337318420410156,1.1484759109778295,size-v1_3a-p0015-an_adult_human-vs-a_house_mouse,small,1.0,tiny_huge,0.0016472267711640687,0.1560495886755102,0.8314350533133166,0.01086813124000898,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,a house mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.743962719739311,large,2.0,False,False,-14.617813110351562,-9.620304107666016,-9.671623229980469,-14.132580757141113,0.051319122314453125,1.509495445429672,size-v1_3a-p0015-an_adult_human-vs-a_house_mouse,large,2.0,tiny_huge,0.003432809649855526,0.5082066054054161,0.48278380566927315,0.005576779275455312,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.42160068570746134,tiny,0.0,False,False,-15.929516792297363,-12.296507835388184,-9.98282527923584,-13.623431205749512,-3.640605926513672,1.0690659146542996,size-v1_3a-p0015-an_african_elephant-vs-a_house_mouse,small,1.0,tiny_huge,0.0023183173836656195,0.08769374847706508,0.8867234655491728,0.02326446859009658,"For an african elephant, a typical body length is 350 centimeters. Relative to that 350-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,a house mouse,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.743962719739311,large,2.0,False,False,-14.617813110351562,-9.620304107666016,-9.671623229980469,-14.132580757141113,0.051319122314453125,1.509495445429672,size-v1_3a-p0015-an_african_elephant-vs-a_house_mouse,large,2.0,tiny_huge,0.003432809649855526,0.5082066054054161,0.48278380566927315,0.005576779275455312,"For a house mouse, a typical body length is 9 centimeters. Relative to that 9-centimeter reference, a body length of 15 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,an ant,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.44924828724029187,small,1.0,False,False,-17.158109664916992,-13.097494125366211,-11.097451210021973,-15.193865776062012,2.0000429153442383,1.1068730702776988,size-v1_3a-p0025-a_domestic_cat-vs-an_ant,small,1.0,tiny_huge,0.0020210303444510957,0.11723998553134125,0.8663300081816631,0.014408975942544554,"For a domestic cat, a typical body length is 46 centimeters. Relative to that 46-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a domestic cat,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.8248394306699731,huge,3.0,False,False,-16.763336181640625,-13.40086555480957,-12.705926895141602,-15.540140151977539,-4.057409286499023,1.3015101799452247,size-v1_3a-p0025-a_domestic_cat-vs-an_ant,small,1.0,tiny_huge,0.010979027625983025,0.31685919656774575,0.6348547039317838,0.03730707187448725,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.42624373336630017,tiny,0.0,False,False,-15.626890182495117,-11.925910949707031,-9.811161041259766,-13.977145195007324,-4.165984153747559,1.097536616131993,size-v1_3a-p0025-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.002616235786996558,0.10592335801132438,0.8778411927483549,0.013619213453324279,"For a labrador dog, a typical body length is 60 centimeters. Relative to that 60-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.8248394306699731,huge,3.0,False,False,-16.763336181640625,-13.40086555480957,-12.705926895141602,-15.540140151977539,-4.057409286499023,1.3015101799452247,size-v1_3a-p0025-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.010979027625983025,0.31685919656774575,0.6348547039317838,0.03730707187448725,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.8248394306699731,huge,3.0,False,False,-16.763336181640625,-13.40086555480957,-12.705926895141602,-15.540140151977539,-4.057409286499023,1.3015101799452247,size-v1_3a-p0025-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.010979027625983025,0.31685919656774575,0.6348547039317838,0.03730707187448725,"For an ant, a typical body length is 1 centimeters. Relative to that 1-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,a,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6004602775849567,tiny,0.0,False,False,-16.26726722717285,-11.644072532653809,-10.429400444030762,-14.830093383789062,-4.400692939758301,1.2213190111941215,size-v1_3a-p0025-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.002221855153114153,0.22622660999410077,0.7622002257465774,0.009351309106207671,"For an adult human, a typical body length is 170 centimeters. Relative to that 170-centimeter reference, a body length of 25 centimeters is best described as",relative_open_size,b,bierwisch_kennedy_size_v1_3_a,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
