comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_huge,logscore_large,logscore_small,logscore_tiny,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_huge,prob_large,prob_small,prob_tiny,prompt,scale_type,side,source,standard_type,target,type,unit,value
a domestic cat,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6452629093814897,tiny,0.0,False,False,-14.844913482666016,-9.752717971801758,-8.42666244506836,-11.627958297729492,-3.201295852661133,1.174388342864337,size-v1_3b-p0008-a_domestic_cat-vs-an_ant,small,1.0,tiny_huge,0.0012474598648319782,0.20302007920919993,0.764605804851441,0.03112665607452705,"If the normal body length for a domestic cat is 46 centimeters, then 8 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
a domestic cat,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9336384536055238,huge,3.0,False,False,-14.801878929138184,-10.776054382324219,-10.308560371398926,-12.193772315979004,-4.493318557739258,1.2778018521194914,size-v1_3b-p0008-a_domestic_cat-vs-an_ant,small,1.0,tiny_huge,0.006249316286692487,0.3501272327083166,0.5587994378427805,0.08482401316221036,"If the normal body length for an ant is 1 centimeters, then 8 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.4648429467036058,tiny,0.0,False,False,-15.467344284057617,-11.056781768798828,-8.937738418579102,-12.408761978149414,-3.4710235595703125,1.079796279989379,size-v1_3b-p0008-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.0012662375615867393,0.10423130006982186,0.8675349671649749,0.026967495203616507,"If the normal body length for a labrador dog is 60 centimeters, then 8 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9336384536055238,huge,3.0,False,False,-14.801878929138184,-10.776054382324219,-10.308560371398926,-12.193772315979004,-4.493318557739258,1.2778018521194914,size-v1_3b-p0008-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.006249316286692487,0.3501272327083166,0.5587994378427805,0.08482401316221036,"If the normal body length for an ant is 1 centimeters, then 8 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9336384536055238,huge,3.0,False,False,-14.801878929138184,-10.776054382324219,-10.308560371398926,-12.193772315979004,-4.493318557739258,1.2778018521194914,size-v1_3b-p0008-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.006249316286692487,0.3501272327083166,0.5587994378427805,0.08482401316221036,"If the normal body length for an ant is 1 centimeters, then 8 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6473276077232536,tiny,0.0,False,False,-15.372634887695312,-11.030174255371094,-9.675787925720215,-12.876250267028809,-3.2004623413085938,1.1720737118510547,size-v1_3b-p0008-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.0025775747230716824,0.1982065283080347,0.7679279310657701,0.03128796590312361,"If the normal body length for an adult human is 170 centimeters, then 8 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9336384536055238,huge,3.0,False,False,-14.801878929138184,-10.776054382324219,-10.308560371398926,-12.193772315979004,-4.493318557739258,1.2778018521194914,size-v1_3b-p0008-an_ant-vs-an_african_elephant,small,1.0,tiny_huge,0.006249316286692487,0.3501272327083166,0.5587994378427805,0.08482401316221036,"If the normal body length for an ant is 1 centimeters, then 8 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7346431874655284,tiny,0.0,False,False,-15.35125732421875,-12.013209342956543,-10.659369468688965,-13.225137710571289,-2.565768241882324,1.1485746217853885,size-v1_3b-p0008-an_ant-vs-an_african_elephant,small,1.0,tiny_huge,0.006821038300017817,0.19210837865487365,0.7438947495755879,0.05717583346952068,"If the normal body length for an african elephant is 350 centimeters, then 8 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,8 centimeters,gradable_scalar,centimeters,8
an ant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9471897680240285,huge,3.0,False,False,-16.48175811767578,-12.283624649047852,-12.017141342163086,-13.82990837097168,-4.464616775512695,1.3224915406906994,size-v1_3b-p0015-an_ant-vs-a_house_mouse,small,1.0,tiny_huge,0.005930144853385869,0.39472215350872436,0.5152567991130933,0.08409090252479653,"If the normal body length for an ant is 1 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7794531394573819,large,2.0,False,False,-17.27010154724121,-12.668668746948242,-12.517321586608887,-16.161897659301758,-0.15134716033935547,1.4490671430608573,size-v1_3b-p0015-an_ant-vs-a_house_mouse,small,1.0,tiny_huge,0.004554523771299853,0.4537533528630567,0.5278968660208445,0.013795257344798986,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a domestic cat,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9471897680240285,huge,3.0,False,False,-16.48175811767578,-12.283624649047852,-12.017141342163086,-13.82990837097168,-4.464616775512695,1.3224915406906994,size-v1_3b-p0015-an_ant-vs-a_domestic_cat,small,1.0,tiny_huge,0.005930144853385869,0.39472215350872436,0.5152567991130933,0.08409090252479653,"If the normal body length for an ant is 1 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a domestic cat,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6669220648144357,tiny,0.0,False,False,-15.369686126708984,-9.885221481323242,-8.544090270996094,-11.46199893951416,-2.9179086685180664,1.1592444605963685,size-v1_3b-p0015-an_ant-vs-a_domestic_cat,small,1.0,tiny_huge,0.0008245187411949641,0.19864299895447318,0.7594849064638375,0.04104757584049443,"If the normal body length for a domestic cat is 46 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a labrador dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9471897680240285,huge,3.0,False,False,-16.48175811767578,-12.283624649047852,-12.017141342163086,-13.82990837097168,-4.464616775512695,1.3224915406906994,size-v1_3b-p0015-an_ant-vs-a_labrador_dog,small,1.0,tiny_huge,0.005930144853385869,0.39472215350872436,0.5152567991130933,0.08409090252479653,"If the normal body length for an ant is 1 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,a labrador dog,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.4935786883417048,tiny,0.0,False,False,-16.8521671295166,-11.77498722076416,-9.71275520324707,-12.944964408874512,-3.2322092056274414,1.0764806393726136,size-v1_3b-p0015-an_ant-vs-a_labrador_dog,small,1.0,tiny_huge,0.0006794550723853325,0.10893111854723879,0.8565800370609801,0.033809389319395845,"If the normal body length for a labrador dog is 60 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9471897680240285,huge,3.0,False,False,-16.48175811767578,-12.283624649047852,-12.017141342163086,-13.82990837097168,-4.464616775512695,1.3224915406906994,size-v1_3b-p0015-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.005930144853385869,0.39472215350872436,0.5152567991130933,0.08409090252479653,"If the normal body length for an ant is 1 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an ant,an adult human,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6353353627424767,tiny,0.0,False,False,-16.266376495361328,-11.470595359802246,-10.174769401550293,-13.603532791137695,-3.4287633895874023,1.1878444458838466,size-v1_3b-p0015-an_ant-vs-an_adult_human,small,1.0,tiny_huge,0.0017287063359477338,0.20917149832873835,0.7643153302185264,0.02478446511678747,"If the normal body length for an adult human is 170 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7150176219667035,tiny,0.0,False,False,-15.670371055603027,-12.211894989013672,-10.761874198913574,-13.300652503967285,-2.538778305053711,1.1289789062986224,size-v1_3b-p0015-an_african_elephant-vs-an_ant,small,1.0,tiny_huge,0.0055897589639700256,0.17757840570738428,0.7570528179919438,0.05977901733670196,"If the normal body length for an african elephant is 350 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.9471897680240285,huge,3.0,False,False,-16.48175811767578,-12.283624649047852,-12.017141342163086,-13.82990837097168,-4.464616775512695,1.3224915406906994,size-v1_3b-p0015-an_african_elephant-vs-an_ant,small,1.0,tiny_huge,0.005930144853385869,0.39472215350872436,0.5152567991130933,0.08409090252479653,"If the normal body length for an ant is 1 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6669220648144357,tiny,0.0,False,False,-15.369686126708984,-9.885221481323242,-8.544090270996094,-11.46199893951416,-2.9179086685180664,1.1592444605963685,size-v1_3b-p0015-a_domestic_cat-vs-a_house_mouse,small,1.0,tiny_huge,0.0008245187411949641,0.19864299895447318,0.7594849064638375,0.04104757584049443,"If the normal body length for a domestic cat is 46 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7794531394573819,large,2.0,False,False,-17.27010154724121,-12.668668746948242,-12.517321586608887,-16.161897659301758,-0.15134716033935547,1.4490671430608573,size-v1_3b-p0015-a_domestic_cat-vs-a_house_mouse,small,1.0,tiny_huge,0.004554523771299853,0.4537533528630567,0.5278968660208445,0.013795257344798986,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a labrador dog,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.4935786883417048,tiny,0.0,False,False,-16.8521671295166,-11.77498722076416,-9.71275520324707,-12.944964408874512,-3.2322092056274414,1.0764806393726136,size-v1_3b-p0015-a_labrador_dog-vs-a_house_mouse,small,1.0,tiny_huge,0.0006794550723853325,0.10893111854723879,0.8565800370609801,0.033809389319395845,"If the normal body length for a labrador dog is 60 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a labrador dog,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7794531394573819,large,2.0,False,False,-17.27010154724121,-12.668668746948242,-12.517321586608887,-16.161897659301758,-0.15134716033935547,1.4490671430608573,size-v1_3b-p0015-a_labrador_dog-vs-a_house_mouse,small,1.0,tiny_huge,0.004554523771299853,0.4537533528630567,0.5278968660208445,0.013795257344798986,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.6353353627424767,tiny,0.0,False,False,-16.266376495361328,-11.470595359802246,-10.174769401550293,-13.603532791137695,-3.4287633895874023,1.1878444458838466,size-v1_3b-p0015-an_adult_human-vs-a_house_mouse,small,1.0,tiny_huge,0.0017287063359477338,0.20917149832873835,0.7643153302185264,0.02478446511678747,"If the normal body length for an adult human is 170 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an adult human,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7794531394573819,large,2.0,False,False,-17.27010154724121,-12.668668746948242,-12.517321586608887,-16.161897659301758,-0.15134716033935547,1.4490671430608573,size-v1_3b-p0015-an_adult_human-vs-a_house_mouse,small,1.0,tiny_huge,0.004554523771299853,0.4537533528630567,0.5278968660208445,0.013795257344798986,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7150176219667035,tiny,0.0,False,False,-15.670371055603027,-12.211894989013672,-10.761874198913574,-13.300652503967285,-2.538778305053711,1.1289789062986224,size-v1_3b-p0015-an_african_elephant-vs-a_house_mouse,small,1.0,tiny_huge,0.0055897589639700256,0.17757840570738428,0.7570528179919438,0.05977901733670196,"If the normal body length for an african elephant is 350 centimeters, then 15 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
an african elephant,a house mouse,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7794531394573819,large,2.0,False,False,-17.27010154724121,-12.668668746948242,-12.517321586608887,-16.161897659301758,-0.15134716033935547,1.4490671430608573,size-v1_3b-p0015-an_african_elephant-vs-a_house_mouse,small,1.0,tiny_huge,0.004554523771299853,0.4537533528630567,0.5278968660208445,0.013795257344798986,"If the normal body length for a house mouse is 9 centimeters, then 15 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
a domestic cat,an ant,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.660207698154188,small,1.0,False,False,-16.319547653198242,-10.67940902709961,-9.51357364654541,-12.872218132019043,1.1658353805541992,1.2071119806135246,size-v1_3b-p0025-a_domestic_cat-vs-an_ant,small,1.0,tiny_huge,0.000821594653558418,0.23128032394213008,0.742086548768589,0.02581153263572238,"If the normal body length for a domestic cat is 46 centimeters, then 25 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a domestic cat,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7519783135286782,huge,3.0,False,False,-15.670621871948242,-10.728045463562012,-11.423603057861328,-14.14870548248291,-4.9425764083862305,1.637960920268087,size-v1_3b-p0025-a_domestic_cat-vs-an_ant,large,2.0,tiny_huge,0.004638035184794352,0.6499316694173912,0.32418347587892193,0.02124681951889262,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.5200979931652497,tiny,0.0,False,False,-17.234416961669922,-11.980467796325684,-10.180426597595215,-13.697049140930176,-3.516622543334961,1.11483026171441,size-v1_3b-p0025-a_labrador_dog-vs-an_ant,small,1.0,tiny_huge,0.0007224572689332732,0.13822076609911374,0.8362213577093826,0.02483541892257059,"If the normal body length for a labrador dog is 60 centimeters, then 25 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a labrador dog,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7519783135286782,huge,3.0,False,False,-15.670621871948242,-10.728045463562012,-11.423603057861328,-14.14870548248291,-4.9425764083862305,1.637960920268087,size-v1_3b-p0025-a_labrador_dog-vs-an_ant,large,2.0,tiny_huge,0.004638035184794352,0.6499316694173912,0.32418347587892193,0.02124681951889262,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.74099391301918,tiny,0.0,False,False,-16.321760177612305,-11.349204063415527,-10.685993194580078,-14.160436630249023,-3.4744434356689453,1.3170536981223893,size-v1_3b-p0025-an_adult_human-vs-an_ant,small,1.0,tiny_huge,0.002302280551864146,0.3324389686000121,0.6452689192667723,0.01998983158135138,"If the normal body length for an adult human is 170 centimeters, then 25 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an adult human,an ant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7519783135286782,huge,3.0,False,False,-15.670621871948242,-10.728045463562012,-11.423603057861328,-14.14870548248291,-4.9425764083862305,1.637960920268087,size-v1_3b-p0025-an_adult_human-vs-an_ant,large,2.0,tiny_huge,0.004638035184794352,0.6499316694173912,0.32418347587892193,0.02124681951889262,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7519783135286782,huge,3.0,False,False,-15.670621871948242,-10.728045463562012,-11.423603057861328,-14.14870548248291,-4.9425764083862305,1.637960920268087,size-v1_3b-p0025-an_ant-vs-an_african_elephant,large,2.0,tiny_huge,0.004638035184794352,0.6499316694173912,0.32418347587892193,0.02124681951889262,"If the normal body length for an ant is 1 centimeters, then 25 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
an ant,an african elephant,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7581340014431373,tiny,0.0,False,False,-16.03390884399414,-12.356999397277832,-11.269495010375977,-14.007411003112793,-2.7379159927368164,1.205211282703665,size-v1_3b-p0025-an_ant-vs-an_african_elephant,small,1.0,tiny_huge,0.006046904030173796,0.23899816097353607,0.7090742486660714,0.045880686330218724,"If the normal body length for an african elephant is 350 centimeters, then 25 centimeters would best be called",relative_open_size,b,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
a house mouse,a domestic cat,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,size,0.7669824502728672,huge,3.0,False,False,-16.249921798706055,-11.321854591369629,-11.484272956848145,-15.163496017456055,-4.928067207336426,1.528545298479215,size-v1_3b-p0025-a_house_mouse-vs-a_domestic_cat,large,2.0,tiny_huge,0.003853813368230512,0.5322590732953729,0.45246571178377726,0.011421401552619236,"If the normal body length for a house mouse is 9 centimeters, then 25 centimeters would best be called",relative_open_size,a,bierwisch_kennedy_size_v1_3_b,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
