a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,is_artificial_norm,is_borderline,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
tiny,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 15 centimeters feels",huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 15 centimeters feels",Class C objects,Class A objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-1.120591195386885,2.70805020110221,True,size-v2-neutral-p0015-Class_C_objects-vs-Class_A_objects,size-v2-neutral-p0015-Class_A_objects-vs-Class_C_objects,tiny_huge,0.32608695652173914,15.0,0.326087,15,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,46,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 15 centimeters feels",tiny,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 15 centimeters feels",Class A objects,Class D objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,2.70805020110221,-1.3862943611198906,False,size-v2-neutral-p0015-Class_A_objects-vs-Class_D_objects,size-v2-neutral-p0015-Class_A_objects-vs-Class_D_objects,tiny_huge,15.0,0.25,15,0.25,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,60,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 15 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 15 centimeters feels",Class A objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,2.70805020110221,-2.4277482359480516,False,size-v2-neutral-p0015-Class_A_objects-vs-Class_E_objects,size-v2-neutral-p0015-Class_A_objects-vs-Class_E_objects,tiny_huge,15.0,0.08823529411764706,15,0.0882353,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,170,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 15 centimeters feels",huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 15 centimeters feels",Class F objects,Class A objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-3.1498829533812494,2.70805020110221,True,size-v2-neutral-p0015-Class_F_objects-vs-Class_A_objects,size-v2-neutral-p0015-Class_A_objects-vs-Class_F_objects,tiny_huge,0.04285714285714286,15.0,0.0428571,15,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,350,1,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 15 centimeters feels",large,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 15 centimeters feels",Class C objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-1.120591195386885,0.5108256237659907,True,size-v2-neutral-p0015-Class_C_objects-vs-Class_B_objects,size-v2-neutral-p0015-Class_B_objects-vs-Class_C_objects,tiny_huge,0.32608695652173914,1.6666666666666667,0.326087,1.66667,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,46,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 15 centimeters feels",large,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 15 centimeters feels",Class D objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-1.3862943611198906,0.5108256237659907,True,size-v2-neutral-p0015-Class_D_objects-vs-Class_B_objects,size-v2-neutral-p0015-Class_B_objects-vs-Class_D_objects,tiny_huge,0.25,1.6666666666666667,0.25,1.66667,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 15 centimeters feels",large,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 15 centimeters feels",Class E objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-2.4277482359480516,0.5108256237659907,True,size-v2-neutral-p0015-Class_E_objects-vs-Class_B_objects,size-v2-neutral-p0015-Class_B_objects-vs-Class_E_objects,tiny_huge,0.08823529411764706,1.6666666666666667,0.0882353,1.66667,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,170,9,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
large,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 15 centimeters feels",tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 15 centimeters feels",Class B objects,Class F objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.5108256237659907,-3.1498829533812494,False,size-v2-neutral-p0015-Class_B_objects-vs-Class_F_objects,size-v2-neutral-p0015-Class_B_objects-vs-Class_F_objects,tiny_huge,1.6666666666666667,0.04285714285714286,1.66667,0.0428571,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,9,350,comparison_class_explicit,15 centimeters,gradable_scalar,centimeters,15
small,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 25 centimeters feels",huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 25 centimeters feels",Class C objects,Class A objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.6097655716208943,3.2188758248682006,True,size-v2-neutral-p0025-Class_C_objects-vs-Class_A_objects,size-v2-neutral-p0025-Class_A_objects-vs-Class_C_objects,tiny_huge,0.5434782608695652,25.0,0.543478,25,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,46,1,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 25 centimeters feels",Class A objects,Class D objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,3.2188758248682006,-0.8754687373538999,False,size-v2-neutral-p0025-Class_A_objects-vs-Class_D_objects,size-v2-neutral-p0025-Class_A_objects-vs-Class_D_objects,tiny_huge,25.0,0.4166666666666667,25,0.416667,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 25 centimeters feels",Class A objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,3.2188758248682006,-1.916922612182061,False,size-v2-neutral-p0025-Class_A_objects-vs-Class_E_objects,size-v2-neutral-p0025-Class_A_objects-vs-Class_E_objects,tiny_huge,25.0,0.14705882352941177,25,0.147059,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 25 centimeters feels",Class A objects,Class F objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,3.2188758248682006,-2.639057329615259,False,size-v2-neutral-p0025-Class_A_objects-vs-Class_F_objects,size-v2-neutral-p0025-Class_A_objects-vs-Class_F_objects,tiny_huge,25.0,0.07142857142857142,25,0.0714286,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 25 centimeters feels",huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 25 centimeters feels",Class C objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.6097655716208943,1.0216512475319812,True,size-v2-neutral-p0025-Class_C_objects-vs-Class_B_objects,size-v2-neutral-p0025-Class_B_objects-vs-Class_C_objects,tiny_huge,0.5434782608695652,2.7777777777777777,0.543478,2.77778,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,46,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 25 centimeters feels",huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 25 centimeters feels",Class D objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.8754687373538999,1.0216512475319812,True,size-v2-neutral-p0025-Class_D_objects-vs-Class_B_objects,size-v2-neutral-p0025-Class_B_objects-vs-Class_D_objects,tiny_huge,0.4166666666666667,2.7777777777777777,0.416667,2.77778,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,9,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 25 centimeters feels",Class B objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.0216512475319812,-1.916922612182061,False,size-v2-neutral-p0025-Class_B_objects-vs-Class_E_objects,size-v2-neutral-p0025-Class_B_objects-vs-Class_E_objects,tiny_huge,2.7777777777777777,0.14705882352941177,2.77778,0.147059,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,9,170,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 25 centimeters feels",Class B objects,Class F objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.0216512475319812,-2.639057329615259,False,size-v2-neutral-p0025-Class_B_objects-vs-Class_F_objects,size-v2-neutral-p0025-Class_B_objects-vs-Class_F_objects,tiny_huge,2.7777777777777777,0.07142857142857142,2.77778,0.0714286,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,9,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 25 centimeters feels",tiny,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 25 centimeters feels",Class C objects,Class D objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.6097655716208943,-0.8754687373538999,False,size-v2-neutral-p0025-Class_C_objects-vs-Class_D_objects,size-v2-neutral-p0025-Class_C_objects-vs-Class_D_objects,tiny_huge,0.5434782608695652,0.4166666666666667,0.543478,0.416667,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,46,60,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 25 centimeters feels",small,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 25 centimeters feels",Class E objects,Class C objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-1.916922612182061,-0.6097655716208943,True,size-v2-neutral-p0025-Class_E_objects-vs-Class_C_objects,size-v2-neutral-p0025-Class_C_objects-vs-Class_E_objects,tiny_huge,0.14705882352941177,0.5434782608695652,0.147059,0.543478,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,170,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 25 centimeters feels",small,"The normal body length for Class C objects is 46 centimeters. Compared only to that 46-centimeter baseline for Class C objects, a body length of 25 centimeters feels",Class F objects,Class C objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-2.639057329615259,-0.6097655716208943,True,size-v2-neutral-p0025-Class_F_objects-vs-Class_C_objects,size-v2-neutral-p0025-Class_C_objects-vs-Class_F_objects,tiny_huge,0.07142857142857142,0.5434782608695652,0.0714286,0.543478,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,350,46,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
small,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 40 centimeters feels",huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 40 centimeters feels",Class D objects,Class A objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.40546510810816444,3.6888794541139363,True,size-v2-neutral-p0040-Class_D_objects-vs-Class_A_objects,size-v2-neutral-p0040-Class_A_objects-vs-Class_D_objects,tiny_huge,0.6666666666666666,40.0,0.666667,40,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 40 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 40 centimeters feels",Class A objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,3.6888794541139363,-1.4469189829363254,False,size-v2-neutral-p0040-Class_A_objects-vs-Class_E_objects,size-v2-neutral-p0040-Class_A_objects-vs-Class_E_objects,tiny_huge,40.0,0.23529411764705882,40,0.235294,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for Class A objects is 1 centimeters. Compared only to that 1-centimeter baseline for Class A objects, a body length of 40 centimeters feels",tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 40 centimeters feels",Class A objects,Class F objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,3.6888794541139363,-2.169053700369523,False,size-v2-neutral-p0040-Class_A_objects-vs-Class_F_objects,size-v2-neutral-p0040-Class_A_objects-vs-Class_F_objects,tiny_huge,40.0,0.11428571428571428,40,0.114286,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,1,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
small,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 40 centimeters feels",huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 40 centimeters feels",Class D objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.40546510810816444,1.491654876777717,True,size-v2-neutral-p0040-Class_D_objects-vs-Class_B_objects,size-v2-neutral-p0040-Class_B_objects-vs-Class_D_objects,tiny_huge,0.6666666666666666,4.444444444444445,0.666667,4.44444,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 40 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 40 centimeters feels",Class B objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.491654876777717,-1.4469189829363254,False,size-v2-neutral-p0040-Class_B_objects-vs-Class_E_objects,size-v2-neutral-p0040-Class_B_objects-vs-Class_E_objects,tiny_huge,4.444444444444445,0.23529411764705882,4.44444,0.235294,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,9,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 40 centimeters feels",huge,"The normal body length for Class B objects is 9 centimeters. Compared only to that 9-centimeter baseline for Class B objects, a body length of 40 centimeters feels",Class F objects,Class B objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-2.169053700369523,1.491654876777717,True,size-v2-neutral-p0040-Class_F_objects-vs-Class_B_objects,size-v2-neutral-p0040-Class_B_objects-vs-Class_F_objects,tiny_huge,0.11428571428571428,4.444444444444445,0.114286,4.44444,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,350,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
small,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 40 centimeters feels",tiny,"The normal body length for Class E objects is 170 centimeters. Compared only to that 170-centimeter baseline for Class E objects, a body length of 40 centimeters feels",Class D objects,Class E objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.40546510810816444,-1.4469189829363254,False,size-v2-neutral-p0040-Class_D_objects-vs-Class_E_objects,size-v2-neutral-p0040-Class_D_objects-vs-Class_E_objects,tiny_huge,0.6666666666666666,0.23529411764705882,0.666667,0.235294,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
small,"The normal body length for Class D objects is 60 centimeters. Compared only to that 60-centimeter baseline for Class D objects, a body length of 40 centimeters feels",tiny,"The normal body length for Class F objects is 350 centimeters. Compared only to that 350-centimeter baseline for Class F objects, a body length of 40 centimeters feels",Class D objects,Class F objects,neutral_class_labels,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.40546510810816444,-2.169053700369523,False,size-v2-neutral-p0040-Class_D_objects-vs-Class_F_objects,size-v2-neutral-p0040-Class_D_objects-vs-Class_F_objects,tiny_huge,0.6666666666666666,0.11428571428571428,0.666667,0.114286,neutral,relative_open_size,bierwisch_kennedy_size_v2_neutral,60,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
