comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.031750318567504,warm,2.0,False,False,-5.418478488922119,-7.9842753410339355,-6.960394382476807,-6.545764446258545,-1.1272859573364258,0.8463236661172908,temp-v1_3c-m010-room_air-vs-freezer_air,cold,0.0,warm_cold,0.6192948049841708,0.04759770602235075,0.13251098210798296,0.2005965068854956,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.031750318567504,warm,2.0,False,False,-5.418478488922119,-7.9842753410339355,-6.960394382476807,-6.545764446258545,-1.1272859573364258,0.8463236661172908,temp-v1_3c-m010-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.6192948049841708,0.04759770602235075,0.13251098210798296,0.2005965068854956,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
freezer air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.702555011734155,cold,0.0,False,False,-4.449578285217285,-8.128216743469238,-6.588056564331055,-6.605193138122559,2.1384782791137695,0.48487726519798857,temp-v1_3c-m010-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.7943295630097554,0.020062652129528426,0.09359904334702775,0.09200874151368843,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
bath water,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.6900270168998719,cold,0.0,False,False,-4.386049270629883,-8.193195343017578,-6.4920501708984375,-6.604893684387207,2.1060009002685547,0.4828504083177121,temp-v1_3c-m010-bath_water-vs-freezer_air,cold,0.0,warm_cold,0.7982948759829861,0.017731309506308048,0.09717146978999239,0.08680234472071344,"For bath water, normal is 38 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.031750318567504,warm,2.0,False,False,-5.418478488922119,-7.9842753410339355,-6.960394382476807,-6.545764446258545,-1.1272859573364258,0.8463236661172908,temp-v1_3c-m010-bath_water-vs-freezer_air,cold,0.0,warm_cold,0.6192948049841708,0.04759770602235075,0.13251098210798296,0.2005965068854956,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
freshly served tea,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1477391979851301,cold,0.0,False,False,-5.66278076171875,-7.631992340087891,-7.0975236892700195,-6.224251747131348,0.5614709854125977,1.0239835234734547,temp-v1_3c-m010-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.5133172785147013,0.07164207580395249,0.12226015630680945,0.29278048937453677,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.031750318567504,warm,2.0,False,False,-5.418478488922119,-7.9842753410339355,-6.960394382476807,-6.545764446258545,-1.1272859573364258,0.8463236661172908,temp-v1_3c-m010-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.6192948049841708,0.04759770602235075,0.13251098210798296,0.2005965068854956,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1215252284730048,cold,0.0,False,False,-5.6395063400268555,-8.533884048461914,-5.554012298583984,-6.403328895568848,-0.0854940414428711,1.6299217664630463,temp-v1_3c-m010-heated_oven_air-vs-freezer_air,hot,3.0,warm_cold,0.3830726805955365,0.02119673222167707,0.4172638598757964,0.17846672730699012,"For heated oven air, normal is 180 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.031750318567504,warm,2.0,False,False,-5.418478488922119,-7.9842753410339355,-6.960394382476807,-6.545764446258545,-1.1272859573364258,0.8463236661172908,temp-v1_3c-m010-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.6192948049841708,0.04759770602235075,0.13251098210798296,0.2005965068854956,"For freezer air, normal is -18 degrees Celsius. Compared to that, -10 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,-10 degrees Celsius,gradable_scalar,Celsius,-10
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.21576738981611,cool,1.0,False,False,-6.616562366485596,-8.489531517028809,-7.1699652671813965,-7.492501735687256,-1.872969150543213,1.2640637387774045,temp-v1_3c-p005-room_air-vs-freezer_air,cold,0.0,warm_cold,0.46617282519418746,0.07163525093765978,0.26804464010343926,0.19414728376471363,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5809442748735085,hot,3.0,False,False,-4.081599235534668,-6.69760799407959,-6.854705810546875,-7.304101943969727,-2.773106575012207,0.28943546339088977,temp-v1_3c-p005-room_air-vs-freezer_air,cold,0.0,warm_cold,0.8507620103539983,0.062185613085090706,0.05314509718397705,0.03390727937693397,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.184407078163149,cold,0.0,False,False,-5.316552639007568,-7.576839923858643,-5.606601238250732,-6.1413397789001465,0.29004859924316406,1.4080459580798623,temp-v1_3c-p005-swimming_pool_water-vs-freezer_air,cold,0.0,warm_cold,0.4365142418456047,0.04553738865768957,0.3266118304287613,0.19133653906794457,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5809442748735085,hot,3.0,False,False,-4.081599235534668,-6.69760799407959,-6.854705810546875,-7.304101943969727,-2.773106575012207,0.28943546339088977,temp-v1_3c-p005-swimming_pool_water-vs-freezer_air,cold,0.0,warm_cold,0.8507620103539983,0.062185613085090706,0.05314509718397705,0.03390727937693397,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5809442748735085,hot,3.0,False,False,-4.081599235534668,-6.69760799407959,-6.854705810546875,-7.304101943969727,-2.773106575012207,0.28943546339088977,temp-v1_3c-p005-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.8507620103539983,0.062185613085090706,0.05314509718397705,0.03390727937693397,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0676250320429554,cold,0.0,False,False,-4.897125244140625,-6.808193206787109,-5.923510551452637,-6.806342124938965,1.0263853073120117,0.9182769825559194,temp-v1_3c-p005-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.6044419875457284,0.08941046514686912,0.21657142279424546,0.0895761245131569,"For bath water, normal is 38 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1411755861496535,cold,0.0,False,False,-6.601052284240723,-9.084664344787598,-7.277013778686523,-6.384181022644043,-0.2168712615966797,1.4443854526524031,temp-v1_3c-p005-freshly_served_tea-vs-freezer_air,warm,2.0,warm_cold,0.35282172778467624,0.029439898565242446,0.179468806786998,0.4382695668630834,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5809442748735085,hot,3.0,False,False,-4.081599235534668,-6.69760799407959,-6.854705810546875,-7.304101943969727,-2.773106575012207,0.28943546339088977,temp-v1_3c-p005-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.8507620103539983,0.062185613085090706,0.05314509718397705,0.03390727937693397,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.075018183891473,cold,0.0,False,False,-6.650908470153809,-8.538786888122559,-5.88810920715332,-7.300451278686523,-0.7627992630004883,1.9981344800862322,temp-v1_3c-p005-heated_oven_air-vs-freezer_air,hot,3.0,warm_cold,0.26192084465735277,0.03965289346264717,0.5616290628635849,0.1367971990164151,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5809442748735085,hot,3.0,False,False,-4.081599235534668,-6.69760799407959,-6.854705810546875,-7.304101943969727,-2.773106575012207,0.28943546339088977,temp-v1_3c-p005-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.8507620103539983,0.062185613085090706,0.05314509718397705,0.03390727937693397,"For freezer air, normal is -18 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.184407078163149,cold,0.0,False,False,-5.316552639007568,-7.576839923858643,-5.606601238250732,-6.1413397789001465,0.29004859924316406,1.4080459580798623,temp-v1_3c-p005-swimming_pool_water-vs-room_air,cold,0.0,warm_cold,0.4365142418456047,0.04553738865768957,0.3266118304287613,0.19133653906794457,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
swimming-pool water,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.21576738981611,cool,1.0,False,False,-6.616562366485596,-8.489531517028809,-7.1699652671813965,-7.492501735687256,-1.872969150543213,1.2640637387774045,temp-v1_3c-p005-swimming_pool_water-vs-room_air,cold,0.0,warm_cold,0.46617282519418746,0.07163525093765978,0.26804464010343926,0.19414728376471363,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.21576738981611,cool,1.0,False,False,-6.616562366485596,-8.489531517028809,-7.1699652671813965,-7.492501735687256,-1.872969150543213,1.2640637387774045,temp-v1_3c-p005-room_air-vs-bath_water,cold,0.0,warm_cold,0.46617282519418746,0.07163525093765978,0.26804464010343926,0.19414728376471363,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0676250320429554,cold,0.0,False,False,-4.897125244140625,-6.808193206787109,-5.923510551452637,-6.806342124938965,1.0263853073120117,0.9182769825559194,temp-v1_3c-p005-room_air-vs-bath_water,cold,0.0,warm_cold,0.6044419875457284,0.08941046514686912,0.21657142279424546,0.0895761245131569,"For bath water, normal is 38 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1411755861496535,cold,0.0,False,False,-6.601052284240723,-9.084664344787598,-7.277013778686523,-6.384181022644043,-0.2168712615966797,1.4443854526524031,temp-v1_3c-p005-freshly_served_tea-vs-room_air,warm,2.0,warm_cold,0.35282172778467624,0.029439898565242446,0.179468806786998,0.4382695668630834,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.21576738981611,cool,1.0,False,False,-6.616562366485596,-8.489531517028809,-7.1699652671813965,-7.492501735687256,-1.872969150543213,1.2640637387774045,temp-v1_3c-p005-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.46617282519418746,0.07163525093765978,0.26804464010343926,0.19414728376471363,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.075018183891473,cold,0.0,False,False,-6.650908470153809,-8.538786888122559,-5.88810920715332,-7.300451278686523,-0.7627992630004883,1.9981344800862322,temp-v1_3c-p005-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.26192084465735277,0.03965289346264717,0.5616290628635849,0.1367971990164151,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.21576738981611,cool,1.0,False,False,-6.616562366485596,-8.489531517028809,-7.1699652671813965,-7.492501735687256,-1.872969150543213,1.2640637387774045,temp-v1_3c-p005-heated_oven_air-vs-room_air,cold,0.0,warm_cold,0.46617282519418746,0.07163525093765978,0.26804464010343926,0.19414728376471363,"For room air, normal is 21 degrees Celsius. Compared to that, 5 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,5 degrees Celsius,gradable_scalar,Celsius,5
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.7212532436745559,hot,3.0,False,False,-4.48892879486084,-6.79341983795166,-7.044639587402344,-7.087436676025391,-2.555710792541504,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-room_air,cold,0.0,warm_cold,0.798829809498824,0.07973087297576052,0.06201877279026703,0.059420544735148434,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1452288572585694,cool,1.0,False,False,-6.204577922821045,-8.096311569213867,-7.109982967376709,-7.575957775115967,-1.8917336463928223,1.0345575465643262,temp-v1_3c-p015-freezer_air-vs-room_air,cold,0.0,warm_cold,0.5528084774145801,0.08336911869458619,0.22354362008807238,0.14027878380276146,"For room air, normal is 21 degrees Celsius. Compared to that, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.7212532436745559,hot,3.0,False,False,-4.48892879486084,-6.79341983795166,-7.044639587402344,-7.087436676025391,-2.555710792541504,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.798829809498824,0.07973087297576052,0.06201877279026703,0.059420544735148434,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1459755462077865,cool,1.0,False,False,-5.215143203735352,-7.519965171813965,-5.942262649536133,-6.303607940673828,-2.3048219680786133,1.1580008306931682,temp-v1_3c-p015-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.5208852076091597,0.051972135464847274,0.2517433813763346,0.1753992755496583,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 15 degrees Celsius is",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.7212532436745559,hot,3.0,False,False,-4.48892879486084,-6.79341983795166,-7.044639587402344,-7.087436676025391,-2.555710792541504,0.3846282808168585,temp-v1_3c-p015-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.798829809498824,0.07973087297576052,0.06201877279026703,0.059420544735148434,"For freezer air, normal is -18 degrees Celsius. Compared to that, 15 degrees Celsius is",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_c,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
