a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,is_artificial_norm,is_borderline,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
large,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 90 centimeters feels",small,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 90 centimeters feels",Scale class 60 objects,Scale class 120 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,-0.2876820724517809,False,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_120_objects,tiny_huge,1.5,0.75,1.5,0.75,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,60,120,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 90 centimeters feels",large,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 90 centimeters feels",Scale class 240 objects,Scale class 60 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.9808292530117262,0.4054651081081644,True,size-v2-iso_ratio-p0090-Scale_class_240_objects-vs-Scale_class_60_objects,size-v2-iso_ratio-p0090-Scale_class_60_objects-vs-Scale_class_240_objects,tiny_huge,0.375,1.5,0.375,1.5,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 90 centimeters feels",small,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 90 centimeters feels",Scale class 240 objects,Scale class 120 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.9808292530117262,-0.2876820724517809,True,size-v2-iso_ratio-p0090-Scale_class_240_objects-vs-Scale_class_120_objects,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,tiny_huge,0.375,0.75,0.375,0.75,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,120,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter baseline for Scale class 30 objects, a body length of 120 centimeters feels",tiny,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 120 centimeters feels",Scale class 30 objects,Scale class 240 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.3862943611198906,-0.6931471805599453,False,size-v2-iso_ratio-p0120-Scale_class_30_objects-vs-Scale_class_240_objects,size-v2-iso_ratio-p0120-Scale_class_30_objects-vs-Scale_class_240_objects,tiny_huge,4.0,0.5,4,0.5,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,30,240,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
tiny,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 120 centimeters feels",huge,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 120 centimeters feels",Scale class 240 objects,Scale class 60 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.6931471805599453,0.6931471805599453,True,size-v2-iso_ratio-p0120-Scale_class_240_objects-vs-Scale_class_60_objects,size-v2-iso_ratio-p0120-Scale_class_60_objects-vs-Scale_class_240_objects,tiny_huge,0.5,2.0,0.5,2,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,60,comparison_class_explicit,120 centimeters,gradable_scalar,centimeters,120
huge,"The normal body length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter baseline for Scale class 30 objects, a body length of 180 centimeters feels",large,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 180 centimeters feels",Scale class 30 objects,Scale class 120 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.791759469228055,0.4054651081081644,False,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_120_objects,tiny_huge,6.0,1.5,6,1.5,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,30,120,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
small,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 180 centimeters feels",huge,"The normal body length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter baseline for Scale class 30 objects, a body length of 180 centimeters feels",Scale class 240 objects,Scale class 30 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,-0.2876820724517809,1.791759469228055,True,size-v2-iso_ratio-p0180-Scale_class_240_objects-vs-Scale_class_30_objects,size-v2-iso_ratio-p0180-Scale_class_30_objects-vs-Scale_class_240_objects,tiny_huge,0.75,6.0,0.75,6,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,30,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
large,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 180 centimeters feels",huge,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 180 centimeters feels",Scale class 120 objects,Scale class 60 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,1.0986122886681098,True,size-v2-iso_ratio-p0180-Scale_class_120_objects-vs-Scale_class_60_objects,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_120_objects,tiny_huge,1.5,3.0,1.5,3,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,120,60,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
huge,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 180 centimeters feels",small,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 180 centimeters feels",Scale class 60 objects,Scale class 240 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,1.0986122886681098,-0.2876820724517809,False,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_240_objects,size-v2-iso_ratio-p0180-Scale_class_60_objects-vs-Scale_class_240_objects,tiny_huge,3.0,0.75,3,0.75,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,60,240,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
large,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 180 centimeters feels",small,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 180 centimeters feels",Scale class 120 objects,Scale class 240 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,-0.2876820724517809,False,size-v2-iso_ratio-p0180-Scale_class_120_objects-vs-Scale_class_240_objects,size-v2-iso_ratio-p0180-Scale_class_120_objects-vs-Scale_class_240_objects,tiny_huge,1.5,0.75,1.5,0.75,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,120,240,comparison_class_explicit,180 centimeters,gradable_scalar,centimeters,180
large,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 360 centimeters feels",huge,"The normal body length for Scale class 30 objects is 30 centimeters. Compared only to that 30-centimeter baseline for Scale class 30 objects, a body length of 360 centimeters feels",Scale class 240 objects,Scale class 30 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,2.4849066497880004,True,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_30_objects,size-v2-iso_ratio-p0360-Scale_class_30_objects-vs-Scale_class_240_objects,tiny_huge,1.5,12.0,1.5,12,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,30,comparison_class_explicit,360 centimeters,gradable_scalar,centimeters,360
large,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 360 centimeters feels",huge,"The normal body length for Scale class 60 objects is 60 centimeters. Compared only to that 60-centimeter baseline for Scale class 60 objects, a body length of 360 centimeters feels",Scale class 240 objects,Scale class 60 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,1.791759469228055,True,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_60_objects,size-v2-iso_ratio-p0360-Scale_class_60_objects-vs-Scale_class_240_objects,tiny_huge,1.5,6.0,1.5,6,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,60,comparison_class_explicit,360 centimeters,gradable_scalar,centimeters,360
large,"The normal body length for Scale class 240 objects is 240 centimeters. Compared only to that 240-centimeter baseline for Scale class 240 objects, a body length of 360 centimeters feels",huge,"The normal body length for Scale class 120 objects is 120 centimeters. Compared only to that 120-centimeter baseline for Scale class 120 objects, a body length of 360 centimeters feels",Scale class 240 objects,Scale class 120 objects,neutral_iso_ratio_grid,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,False,False,0.4054651081081644,1.0986122886681098,True,size-v2-iso_ratio-p0360-Scale_class_240_objects-vs-Scale_class_120_objects,size-v2-iso_ratio-p0360-Scale_class_120_objects-vs-Scale_class_240_objects,tiny_huge,1.5,3.0,1.5,3,iso_ratio,relative_open_size,bierwisch_kennedy_size_v2_iso_ratio,240,120,comparison_class_explicit,360 centimeters,gradable_scalar,centimeters,360
